,sensitivity,confidence
$\mathrm{thk}_{1}$,4.478296895606513,2.8451241897264623
$\mathrm{thk}_{2}$,1.8521795976685402,1.0953495779102653
$\mathrm{thk}_{3}$,1.2897540679434856,0.8394774411048221
$\mathrm{thk}_{4}$,0.8414075081754251,0.516067837513531
$\mathrm{thk}_{5}$,2.566585127730326,1.5569469603706103
$\mathrm{thk}_{6}$,2.2459163909342568,1.4603482632947404
$\mathrm{thk}_{7}$,2.2169953655026777,1.471708762062551
$\mathrm{thk}_{8}$,1.450920005695172,0.9241746766751215
$\mathrm{thk}_{9}$,1.5116168919896626,1.0288589420990804
$\rho_{1}$,35.995766646489834,20.751577384052297
$\rho_{2}$,16.40031101053019,10.10096530995485
$\rho_{3}$,4.051745060696275,2.432527282247649
$\rho_{4}$,1.1087158657779315,0.6965285386306458
$\rho_{5}$,1.7973906157337511,1.1176735930265334
$\rho_{6}$,1.9087862738134287,1.27850609281378
$\rho_{7}$,1.296881184351758,0.8507893593253977
$\rho_{8}$,1.7222480250874648,1.014791431177204
$\rho_{9}$,1.56774788607275,1.0096171200074362
$\rho_{10}$,1.381572464433237,0.7830746630456703
