time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.428362941e-05,8.073680000e-05,3.336800000e-08,8.881048000e-06,3.169081580e+02,2.433400000e+02
1.456000e-05,1.947858678e-05,3.986960000e-05,3.563840000e-08,4.385656000e-06,4.899423251e+02,3.040200000e+02
1.744000e-05,1.667223588e-06,1.073796000e-05,3.727240000e-08,1.181175600e-06,1.867291764e+03,5.394600000e+02
2.146000e-05,-3.698696445e-06,-3.123520000e-06,3.223280000e-08,3.435872000e-07,-7.769091282e+02,-8.693300000e+02
2.549000e-05,-4.256952176e-06,-5.481640000e-06,2.414880000e-08,6.029804000e-07,-5.310107423e+02,-4.486600000e+02
2.950000e-05,-3.683404073e-06,-4.865880000e-06,1.771600000e-08,5.352468000e-07,-4.584049277e+02,-3.806500000e+02
3.528000e-05,-2.591171045e-06,-3.169960000e-06,1.172352000e-08,3.486956000e-07,-4.301043794e+02,-3.760500000e+02
4.330000e-05,-1.505689905e-06,-1.597708000e-06,8.099480000e-09,1.757478800e-07,-4.390176969e+02,-4.219800000e+02
5.140000e-05,-9.036627865e-07,-8.290400000e-07,7.399440000e-09,9.119440000e-08,-4.636348607e+02,-4.910400000e+02
5.941000e-05,-5.605065661e-07,-4.434160000e-07,7.451040000e-09,4.877576000e-08,-5.007632966e+02,-5.854100000e+02
7.095000e-05,-2.811717733e-07,-2.122480000e-07,5.825640000e-09,2.334728000e-08,-5.900430971e+02,-7.117800000e+02
8.707000e-05,-1.189040448e-07,-7.559400000e-08,5.655360000e-09,8.315340000e-09,-7.445151745e+02,-1.006900000e+03
1.031600e-04,-5.200097572e-08,-3.539760000e-08,5.657080000e-09,3.893736000e-09,-9.740748478e+02,-1.258910000e+03
1.192200e-04,-2.142655776e-08,-2.604080000e-08,5.703520000e-09,2.864488000e-09,-1.382193184e+03,-1.213630000e+03
