time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.215421061e-05,8.073680000e-05,3.336800000e-08,6.458944000e-06,3.254765866e+02,2.433400000e+02
1.456000e-05,1.890652675e-05,3.986960000e-05,3.563840000e-08,3.189568000e-06,4.997760262e+02,3.040200000e+02
1.744000e-05,1.756218829e-06,1.073796000e-05,3.727240000e-08,8.590368000e-07,1.803664094e+03,5.394600000e+02
2.146000e-05,-3.522209818e-06,-3.123520000e-06,3.223280000e-08,2.498816000e-07,-8.026493688e+02,-8.693300000e+02
2.549000e-05,-4.116449997e-06,-5.481640000e-06,2.414880000e-08,4.385312000e-07,-5.430259593e+02,-4.486600000e+02
2.950000e-05,-3.587281865e-06,-4.865880000e-06,1.771600000e-08,3.892704000e-07,-4.665575111e+02,-3.806500000e+02
3.528000e-05,-2.542883574e-06,-3.169960000e-06,1.172352000e-08,2.535968000e-07,-4.355321994e+02,-3.760500000e+02
4.330000e-05,-1.489467998e-06,-1.597708000e-06,8.099480000e-09,1.278166400e-07,-4.421995217e+02,-4.219800000e+02
5.140000e-05,-8.976667644e-07,-8.290400000e-07,7.399440000e-09,6.632320000e-08,-4.656971547e+02,-4.910400000e+02
5.941000e-05,-5.578705054e-07,-4.434160000e-07,7.451040000e-09,3.547328000e-08,-5.023395346e+02,-5.854100000e+02
7.095000e-05,-2.799847472e-07,-2.122480000e-07,5.825640000e-09,1.697984000e-08,-5.917096226e+02,-7.117800000e+02
8.707000e-05,-1.178878771e-07,-7.559400000e-08,5.655360000e-09,6.047520000e-09,-7.487874234e+02,-1.006900000e+03
1.031600e-04,-5.093703133e-08,-3.539760000e-08,5.657080000e-09,2.831808000e-09,-9.875920173e+02,-1.258910000e+03
1.192200e-04,-2.041081239e-08,-2.604080000e-08,5.703520000e-09,2.083264000e-09,-1.427677638e+03,-1.213630000e+03
