X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
30.000,0.000,0.000,3.947,300.000,0.0,1.0e-06,0.073
30.000,0.000,0.000,2.795,3295.431,0.6,2.2e-05,0.872
30.000,0.000,0.000,2.675,3227.480,0.5,3.8e-05,0.752
30.000,0.000,0.000,2.667,3036.103,0.6,6.9e-05,0.683
30.000,0.000,0.000,5.000,2344.700,0.7,1.1e-04,0.666
30.000,0.000,0.000,0.000,336.736,0.0,1.0e-06,0.028
