time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.137883650e-05,8.073680000e-05,3.336800000e-08,4.036840000e-06,3.287429845e+02,2.433400000e+02
1.456000e-05,1.855170427e-05,3.986960000e-05,3.563840000e-08,1.993480000e-06,5.061284073e+02,3.040200000e+02
1.744000e-05,1.629871720e-06,1.073796000e-05,3.727240000e-08,5.368980000e-07,1.895712453e+03,5.394600000e+02
2.146000e-05,-3.560506411e-06,-3.123520000e-06,3.223280000e-08,1.561760000e-07,-7.968835027e+02,-8.693300000e+02
2.549000e-05,-4.128424149e-06,-5.481640000e-06,2.414880000e-08,2.740820000e-07,-5.419754498e+02,-4.486600000e+02
2.950000e-05,-3.592120980e-06,-4.865880000e-06,1.771600000e-08,2.432940000e-07,-4.661384025e+02,-3.806500000e+02
3.528000e-05,-2.547436926e-06,-3.169960000e-06,1.172352000e-08,1.584980000e-07,-4.350130573e+02,-3.760500000e+02
4.330000e-05,-1.495061136e-06,-1.597708000e-06,8.099480000e-09,7.988540000e-08,-4.410959647e+02,-4.219800000e+02
5.140000e-05,-9.025250980e-07,-8.290400000e-07,7.399440000e-09,4.145200000e-08,-4.640244057e+02,-4.910400000e+02
5.941000e-05,-5.615471733e-07,-4.434160000e-07,7.451040000e-09,2.217080000e-08,-5.001444600e+02,-5.854100000e+02
7.095000e-05,-2.819990446e-07,-2.122480000e-07,5.825640000e-09,1.061240000e-08,-5.888885667e+02,-7.117800000e+02
8.707000e-05,-1.185202090e-07,-7.559400000e-08,5.655360000e-09,3.779700000e-09,-7.461217503e+02,-1.006900000e+03
1.031600e-04,-5.089089623e-08,-3.539760000e-08,5.657080000e-09,1.769880000e-09,-9.881887944e+02,-1.258910000e+03
1.192200e-04,-2.007696639e-08,-2.604080000e-08,5.703520000e-09,1.302040000e-09,-1.443460674e+03,-1.213630000e+03
