tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20
3.54923e-04,2.42248e-04,1.75750e-04,1.20000e-04,7.74245e-05,5.38833e-05,3.96809e-05,2.74032e-05,1.79600e-05,1.26864e-05,9.46132e-06,6.61250e-06,4.39102e-06,3.11312e-06,2.32398e-06,1.58984e-06,1.04896e-06,7.38713e-07,5.45210e-07,3.68235e-07,2.37552e-07
3.40490e-04,2.26723e-04,1.61549e-04,1.08601e-04,6.94448e-05,4.83248e-05,3.57453e-05,2.49187e-05,1.65637e-05,1.18492e-05,8.92929e-06,6.31390e-06,4.24010e-06,3.02902e-06,2.27302e-06,1.56312e-06,1.03562e-06,7.31118e-07,5.40439e-07,3.65520e-07,2.36016e-07
3.46573e-04,2.31835e-04,1.65968e-04,1.12054e-04,7.16199e-05,4.95374e-05,3.63103e-05,2.49372e-05,1.62488e-05,1.14317e-05,8.50377e-06,5.93230e-06,3.93869e-06,2.79625e-06,2.09182e-06,1.43644e-06,9.52602e-07,6.74105e-07,4.99721e-07,3.39493e-07,2.20449e-07
4.42273e-04,2.87518e-04,2.01301e-04,1.32823e-04,8.29465e-05,5.64180e-05,4.08255e-05,2.76294e-05,1.77232e-05,1.23213e-05,9.07998e-06,6.26813e-06,4.11814e-06,2.90121e-06,2.15779e-06,1.47206e-06,9.70187e-07,6.83445e-07,5.04882e-07,3.41622e-07,2.20972e-07
4.91161e-04,3.50037e-04,2.61137e-04,1.82385e-04,1.19405e-04,8.32054e-05,6.08655e-05,4.13264e-05,2.62845e-05,1.79937e-05,1.30336e-05,8.77889e-06,5.59626e-06,3.84523e-06,2.80279e-06,1.86700e-06,1.20237e-06,8.32721e-07,6.07152e-07,4.04649e-07,2.57899e-07
3.42980e-04,2.29798e-04,1.64684e-04,1.11271e-04,7.11164e-05,4.91225e-05,3.59201e-05,2.45582e-05,1.58959e-05,1.11221e-05,8.24403e-06,5.74058e-06,3.82136e-06,2.73049e-06,2.05974e-06,1.43468e-06,9.69513e-07,6.98307e-07,5.26050e-07,3.65083e-07,2.42789e-07
3.36076e-04,2.25001e-04,1.61261e-04,1.09066e-04,6.98658e-05,4.84227e-05,3.55581e-05,2.44765e-05,1.59910e-05,1.12744e-05,8.40096e-06,5.87181e-06,3.90599e-06,2.77688e-06,2.07946e-06,1.42961e-06,9.49089e-07,6.72146e-07,4.98572e-07,3.38954e-07,2.20257e-07
3.43024e-04,2.29896e-04,1.64841e-04,1.11502e-04,7.14183e-05,4.94633e-05,3.62758e-05,2.49076e-05,1.62054e-05,1.13788e-05,8.44828e-06,5.88012e-06,3.89565e-06,2.76232e-06,2.06523e-06,1.41794e-06,9.40710e-07,6.66161e-07,4.94225e-07,3.36157e-07,2.18596e-07
3.42738e-04,2.29614e-04,1.64545e-04,1.11195e-04,7.11301e-05,4.92253e-05,3.60953e-05,2.47998e-05,1.61660e-05,1.13770e-05,8.46511e-06,5.90699e-06,3.92309e-06,2.78589e-06,2.08454e-06,1.43188e-06,9.49916e-07,6.72426e-07,4.98630e-07,3.38896e-07,2.20174e-07
3.42309e-04,2.29312e-04,1.64332e-04,1.11062e-04,7.10578e-05,4.91851e-05,3.60730e-05,2.47909e-05,1.61653e-05,1.13794e-05,8.46857e-06,5.91066e-06,3.92625e-06,2.78840e-06,2.08650e-06,1.43321e-06,9.50720e-07,6.72906e-07,4.98908e-07,3.38999e-07,2.20165e-07
3.43680e-04,2.30289e-04,1.65006e-04,1.11437e-04,7.11943e-05,4.91979e-05,3.60236e-05,2.47052e-05,1.60716e-05,1.12940e-05,8.39500e-06,5.85295e-06,3.88524e-06,2.75885e-06,2.06466e-06,1.41891e-06,9.42019e-07,6.67348e-07,4.95223e-07,3.36913e-07,2.19132e-07
3.42981e-04,2.29801e-04,1.64695e-04,1.11308e-04,7.12129e-05,4.92887e-05,3.61456e-05,2.48375e-05,1.61928e-05,1.13969e-05,8.48046e-06,5.91801e-06,3.93047e-06,2.79105e-06,2.08827e-06,1.43428e-06,9.51323e-07,6.73280e-07,4.99154e-07,3.39142e-07,2.20242e-07
3.42981e-04,2.29801e-04,1.64693e-04,1.11301e-04,7.11942e-05,4.92582e-05,3.61070e-05,2.47948e-05,1.61555e-05,1.13704e-05,8.46508e-06,5.91539e-06,3.93860e-06,2.80411e-06,2.10290e-06,1.44833e-06,9.62886e-07,6.82236e-07,5.05916e-07,3.43482e-07,2.22555e-07
3.42928e-04,2.29665e-04,1.64462e-04,1.10958e-04,7.07795e-05,4.88650e-05,3.57851e-05,2.45988e-05,1.61084e-05,1.14201e-05,8.56844e-06,6.04953e-06,4.07158e-06,2.91777e-06,2.19443e-06,1.51004e-06,9.96450e-07,6.97796e-07,5.10323e-07,3.38935e-07,2.13610e-07
3.42562e-04,2.29540e-04,1.64561e-04,1.11300e-04,7.12981e-05,4.94129e-05,3.62809e-05,2.49670e-05,1.63007e-05,1.14825e-05,8.54732e-06,5.96446e-06,3.95836e-06,2.80755e-06,2.09777e-06,1.43767e-06,9.50927e-07,6.71285e-07,4.96548e-07,3.36394e-07,2.17801e-07
3.48800e-04,2.33194e-04,1.66704e-04,1.12269e-04,7.15237e-05,4.93283e-05,3.60689e-05,2.47025e-05,1.60501e-05,1.12697e-05,8.37183e-06,5.83262e-06,3.86845e-06,2.74473e-06,2.05254e-06,1.40901e-06,9.34166e-07,6.60945e-07,4.89899e-07,3.32761e-07,2.16032e-07
3.46121e-04,2.32180e-04,1.66567e-04,1.12707e-04,7.22079e-05,5.00328e-05,3.67227e-05,2.52556e-05,1.64741e-05,1.15937e-05,8.62164e-06,6.00708e-06,3.97695e-06,2.81270e-06,2.09497e-06,1.42808e-06,9.37392e-07,6.56535e-07,4.81906e-07,3.23019e-07,2.06757e-07
3.42981e-04,2.29801e-04,1.64695e-04,1.11308e-04,7.12115e-05,4.92862e-05,3.61421e-05,2.48331e-05,1.61880e-05,1.13924e-05,8.47659e-06,5.91510e-06,3.92869e-06,2.79010e-06,2.08788e-06,1.43437e-06,9.51710e-07,6.73771e-07,4.99665e-07,3.39620e-07,2.20646e-07
3.42980e-04,2.29799e-04,1.64691e-04,1.11302e-04,7.12052e-05,4.92811e-05,3.61390e-05,2.48328e-05,1.61904e-05,1.13961e-05,8.48065e-06,5.91891e-06,3.93167e-06,2.79223e-06,2.08934e-06,1.43513e-06,9.51950e-07,6.73742e-07,4.99501e-07,3.39375e-07,2.20388e-07
3.42981e-04,2.29800e-04,1.64689e-04,1.11288e-04,7.11627e-05,4.92061e-05,3.60385e-05,2.47127e-05,1.60708e-05,1.12934e-05,8.39940e-06,5.86624e-06,3.90802e-06,2.78660e-06,2.09406e-06,1.44747e-06,9.67151e-07,6.88654e-07,5.13088e-07,3.50652e-07,2.28988e-07
3.39041e-04,2.28493e-04,1.65011e-04,1.12826e-04,7.32580e-05,5.13119e-05,3.79652e-05,2.63074e-05,1.72492e-05,1.21563e-05,9.03523e-06,6.28175e-06,4.14431e-06,2.92288e-06,2.17323e-06,1.48022e-06,9.72995e-07,6.83635e-07,5.03827e-07,3.39859e-07,2.19100e-07
3.94906e-04,2.54505e-04,1.76694e-04,1.15256e-04,7.08358e-05,4.74411e-05,3.38313e-05,2.24533e-05,1.40592e-05,9.57386e-06,6.93260e-06,4.68621e-06,3.01034e-06,2.08458e-06,1.53014e-06,1.02864e-06,6.69254e-07,4.67690e-07,3.43863e-07,2.31936e-07,1.50093e-07
3.43190e-04,2.30275e-04,1.65441e-04,1.12325e-04,7.23335e-05,5.02863e-05,3.69363e-05,2.53279e-05,1.63752e-05,1.13975e-05,8.38473e-06,5.76464e-06,3.76683e-06,2.64382e-06,1.96226e-06,1.33751e-06,8.82628e-07,6.23399e-07,4.61979e-07,3.14142e-07,2.04476e-07
3.63483e-04,2.35790e-04,1.62148e-04,1.02984e-04,6.09644e-05,3.96301e-05,2.77179e-05,1.81879e-05,1.14475e-05,7.94388e-06,5.89442e-06,4.13492e-06,2.78533e-06,2.00864e-06,1.52455e-06,1.06710e-06,7.22307e-07,5.19635e-07,3.90474e-07,2.69726e-07,1.78199e-07
