,sensitivity,confidence
$\mathrm{thk}_{1}$,8.248661147140917,4.923099853768703
$\mathrm{thk}_{2}$,4.011098415251504,2.6612940496225836
$\mathrm{thk}_{3}$,2.151019649854027,1.374264226125969
$\mathrm{thk}_{4}$,1.4530075805861256,0.8833645649179444
$\mathrm{thk}_{5}$,1.1985896365281168,0.7406665293794262
"$\rho_{0,1}$",30.987157364501154,18.564838692049467
"$\rho_{0,2}$",8.66738742973419,5.6472186734617855
"$\rho_{0,3}$",2.6917701749659173,1.7378573025587791
"$\rho_{0,4}$",1.2717892424411954,0.8029156940175196
"$\rho_{0,5}$",1.0542565160809285,0.6772328092336345
"$\rho_{0,6}$",1.3889370294243795,0.8793909587297201
"$\phi_{\mathrm{max}, 2}$",2.657074784238056,1.6064572812361186
"$\phi_{\mathrm{max}, 3}$",1.566987904325889,0.9572730152402636
"$\phi_{\mathrm{max}, 4}$",1.627723098069346,1.0272594808184887
"$\phi_{\mathrm{max}, 5}$",3.3861793094927237,2.1330913091179604
"$\phi_{\mathrm{max}, 6}$",1.6339065120484255,1.0258937629327527
"$\tau_{\phi, 2}$",2.1573453898537145,1.3734799141443916
"$\tau_{\phi, 3}$",1.7026594061527482,1.00519771136133
"$\tau_{\phi, 4}$",2.0956244900711414,1.3736173110722296
"$\tau_{\phi, 5}$",1.411407943600844,0.9161309909422445
"$\tau_{\phi, 6}$",1.9059262852690513,1.1192413647076396
$c_{2}$,2.013530171162929,1.245555357595448
$c_{3}$,0.981320838564591,0.6314047261620161
$c_{4}$,2.047670583647657,1.2899074937077364
$c_{5}$,2.809969669545902,1.7802790816189742
$c_{6}$,0.9946959490613251,0.6177261124759907
