tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20
1.53121e-03,1.03810e-03,7.50697e-04,5.11946e-04,3.30299e-04,2.29722e-04,1.68788e-04,1.15836e-04,7.49565e-05,5.21352e-05,3.82378e-05,2.60568e-05,1.66852e-05,1.13925e-05,8.19079e-06,5.29398e-06,3.24861e-06,2.13523e-06,1.47682e-06,9.10991e-07,5.27230e-07
1.53416e-03,1.04112e-03,7.53342e-04,5.13820e-04,3.31226e-04,2.30060e-04,1.68813e-04,1.15674e-04,7.47425e-05,5.19319e-05,3.80501e-05,2.58827e-05,1.65217e-05,1.12400e-05,8.05173e-06,5.17684e-06,3.15776e-06,2.06523e-06,1.42259e-06,8.73234e-07,5.02926e-07
1.55818e-03,1.05475e-03,7.61917e-04,5.18867e-04,3.33923e-04,2.31572e-04,1.69627e-04,1.15885e-04,7.45320e-05,5.15676e-05,3.76700e-05,2.55835e-05,1.63739e-05,1.12123e-05,8.09908e-06,5.27996e-06,3.27735e-06,2.17682e-06,1.51938e-06,9.48118e-07,5.55327e-07
2.10943e-03,1.39337e-03,9.86425e-04,6.57098e-04,4.13272e-04,2.81716e-04,2.03605e-04,1.36978e-04,8.66461e-05,5.91733e-05,4.27715e-05,2.86939e-05,1.81326e-05,1.23001e-05,8.82223e-06,5.70617e-06,3.51566e-06,2.32224e-06,1.61369e-06,1.00138e-06,5.82909e-07
1.52245e-03,1.10185e-03,8.46478e-04,6.22679e-04,4.39624e-04,3.29749e-04,2.57917e-04,1.90105e-04,1.32120e-04,9.63857e-05,7.29546e-05,5.11498e-05,3.34383e-05,2.30804e-05,1.66983e-05,1.08553e-05,6.69354e-06,4.41343e-06,3.05867e-06,1.88926e-06,1.09248e-06
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31119e-04,2.29839e-04,1.68465e-04,1.15167e-04,7.41057e-05,5.12723e-05,3.74386e-05,2.53976e-05,1.62224e-05,1.10882e-05,7.99954e-06,5.21207e-06,3.23960e-06,2.15853e-06,1.51320e-06,9.51786e-07,5.64193e-07
1.51755e-03,1.01938e-03,7.30889e-04,4.93199e-04,3.14382e-04,2.16633e-04,1.58057e-04,1.07676e-04,6.92090e-05,4.79544e-05,3.51135e-05,2.39401e-05,1.54016e-05,1.05936e-05,7.68043e-06,5.02952e-06,3.13638e-06,2.09105e-06,1.46428e-06,9.17737e-07,5.40340e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13790e-04,3.31122e-04,2.29847e-04,1.68483e-04,1.15205e-04,7.41748e-05,5.13677e-05,3.75509e-05,2.55181e-05,1.63337e-05,1.11795e-05,8.06951e-06,5.25406e-06,3.25638e-06,2.16032e-06,1.50653e-06,9.39261e-07,5.49801e-07
1.53353e-03,1.04063e-03,7.52940e-04,5.13490e-04,3.30902e-04,2.29674e-04,1.68336e-04,1.15076e-04,7.40580e-05,5.12623e-05,3.74598e-05,2.54502e-05,1.62944e-05,1.11607e-05,8.06328e-06,5.25764e-06,3.26407e-06,2.16829e-06,1.51360e-06,9.44667e-07,5.53428e-07
1.53338e-03,1.03981e-03,7.51861e-04,5.12343e-04,3.29875e-04,2.28818e-04,1.67638e-04,1.14556e-04,7.37069e-05,5.10184e-05,3.72848e-05,2.53364e-05,1.62266e-05,1.11174e-05,8.03391e-06,5.23999e-06,3.25403e-06,2.16207e-06,1.50949e-06,9.42272e-07,5.52109e-07
1.53444e-03,1.04159e-03,7.53966e-04,5.14541e-04,3.31872e-04,2.30490e-04,1.68988e-04,1.15518e-04,7.42843e-05,5.13506e-05,3.74635e-05,2.53884e-05,1.61988e-05,1.10606e-05,7.96977e-06,5.17986e-06,3.20585e-06,2.12512e-06,1.48138e-06,9.23414e-07,5.40681e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31120e-04,2.29840e-04,1.68467e-04,1.15174e-04,7.41271e-05,5.13136e-05,3.74993e-05,2.54786e-05,1.63136e-05,1.11743e-05,8.07332e-06,5.26432e-06,3.26825e-06,2.17104e-06,1.51547e-06,9.45771e-07,5.53996e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31120e-04,2.29840e-04,1.68467e-04,1.15173e-04,7.41245e-05,5.13088e-05,3.74928e-05,2.54712e-05,1.63072e-05,1.11704e-05,8.07198e-06,5.26596e-06,3.27188e-06,2.17523e-06,1.51950e-06,9.49073e-07,5.56250e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31116e-04,2.29828e-04,1.68439e-04,1.15114e-04,7.40248e-05,5.11892e-05,3.73752e-05,2.53828e-05,1.62735e-05,1.11830e-05,8.11360e-06,5.32665e-06,3.33149e-06,2.22320e-06,1.55423e-06,9.67507e-07,5.60991e-07
1.53391e-03,1.04071e-03,7.52802e-04,5.13194e-04,3.30586e-04,2.29440e-04,1.68206e-04,1.15078e-04,7.41787e-05,5.14418e-05,3.76604e-05,2.56474e-05,1.64616e-05,1.12925e-05,8.16422e-06,5.32254e-06,3.29862e-06,2.18508e-06,1.52009e-06,9.43283e-07,5.48187e-07
1.56409e-03,1.06808e-03,7.76148e-04,5.31065e-04,3.42558e-04,2.37322e-04,1.73343e-04,1.17768e-04,7.50915e-05,5.15212e-05,3.73558e-05,2.51374e-05,1.59269e-05,1.08200e-05,7.76561e-06,5.02187e-06,3.08938e-06,2.03585e-06,1.41071e-06,8.71337e-07,5.03864e-07
1.54353e-03,1.04823e-03,7.58927e-04,5.17952e-04,3.34064e-04,2.32029e-04,1.70157e-04,1.16393e-04,7.49464e-05,5.18898e-05,3.79180e-05,2.57521e-05,1.64703e-05,1.12637e-05,8.12224e-06,5.27773e-06,3.25876e-06,2.15120e-06,1.49125e-06,9.20088e-07,5.30162e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31120e-04,2.29840e-04,1.68467e-04,1.15174e-04,7.41269e-05,5.13131e-05,3.74986e-05,2.54777e-05,1.63124e-05,1.11732e-05,8.07237e-06,5.26365e-06,3.26789e-06,2.17090e-06,1.51547e-06,9.45875e-07,5.54152e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31120e-04,2.29840e-04,1.68467e-04,1.15173e-04,7.41253e-05,5.13113e-05,3.74969e-05,2.54766e-05,1.63122e-05,1.11735e-05,8.07306e-06,5.26450e-06,3.26866e-06,2.17149e-06,1.51590e-06,9.46122e-07,5.54250e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31120e-04,2.29840e-04,1.68467e-04,1.15172e-04,7.41200e-05,5.13006e-05,3.74811e-05,2.54559e-05,1.62902e-05,1.11544e-05,8.05812e-06,5.25580e-06,3.26583e-06,2.17211e-06,1.51833e-06,9.49612e-07,5.57811e-07
1.52897e-03,1.03325e-03,7.43857e-04,5.03887e-04,3.22754e-04,2.23722e-04,1.64399e-04,1.13332e-04,7.41513e-05,5.22938e-05,3.89252e-05,2.71002e-05,1.78400e-05,1.24763e-05,9.14626e-06,6.04354e-06,3.77782e-06,2.50809e-06,1.74209e-06,1.07430e-06,6.16646e-07
1.92049e-03,1.26208e-03,8.89469e-04,5.89088e-04,3.67535e-04,2.48591e-04,1.78321e-04,1.18730e-04,7.40906e-05,4.99693e-05,3.57067e-05,2.35942e-05,1.46311e-05,9.75227e-06,6.87993e-06,4.34273e-06,2.59199e-06,1.65833e-06,1.11574e-06,6.58808e-07,3.58128e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13791e-04,3.31130e-04,2.29877e-04,1.68551e-04,1.15341e-04,7.43948e-05,5.16292e-05,3.78136e-05,2.57390e-05,1.64730e-05,1.12480e-05,8.08920e-06,5.23171e-06,3.21358e-06,2.11436e-06,1.46383e-06,9.04237e-07,5.24196e-07
1.54353e-03,1.05565e-03,7.71191e-04,5.32980e-04,3.47994e-04,2.42705e-04,1.77452e-04,1.19760e-04,7.49016e-05,5.00929e-05,3.53257e-05,2.28351e-05,1.37451e-05,8.93318e-06,6.18109e-06,3.82802e-06,2.26165e-06,1.45037e-06,9.86798e-07,5.99238e-07,3.43092e-07
1.53416e-03,1.04112e-03,7.53335e-04,5.13789e-04,3.31120e-04,2.29839e-04,1.68463e-04,1.15159e-04,7.40808e-05,5.12297e-05,3.73839e-05,2.53408e-05,1.61822e-05,1.10724e-05,8.00405e-06,5.23600e-06,3.27191e-06,2.18963e-06,1.53961e-06,9.70498e-07,5.74880e-07
3.48309e-03,2.21581e-03,1.49458e-03,9.23137e-04,5.23352e-04,3.23500e-04,2.13826e-04,1.28263e-04,7.04621e-05,4.24029e-05,2.72106e-05,1.53641e-05,7.49871e-06,3.72263e-06,1.78255e-06,3.66702e-07,-3.30398e-07,-5.34550e-07,-5.61094e-07,-4.98104e-07,-3.82240e-07
2.40287e-03,1.57162e-03,1.12180e-03,7.70268e-04,5.11162e-04,3.67789e-04,2.79014e-04,1.98960e-04,1.34035e-04,9.59983e-05,7.19900e-05,5.03020e-05,3.30214e-05,2.28883e-05,1.65420e-05,1.05974e-05,6.27120e-06,3.89121e-06,2.50007e-06,1.34765e-06,6.25479e-07
3.48310e-03,2.23198e-03,1.51721e-03,9.46736e-04,5.42834e-04,3.38433e-04,2.25080e-04,1.35696e-04,7.44952e-05,4.43890e-05,2.79582e-05,1.51412e-05,6.74183e-06,2.84433e-06,9.38195e-07,-3.40677e-07,-8.57482e-07,-9.23165e-07,-8.50339e-07,-6.89230e-07,-4.98260e-07
3.73930e-03,2.40925e-03,1.64482e-03,1.03070e-03,5.92483e-04,3.68909e-04,2.44288e-04,1.45900e-04,7.89720e-05,4.65645e-05,2.92189e-05,1.59469e-05,7.39562e-06,3.42844e-06,1.45195e-06,6.23324e-08,-5.76835e-07,-7.30121e-07,-7.16937e-07,-6.10889e-07,-4.58013e-07
3.32624e-03,2.11592e-03,1.44054e-03,9.12585e-04,5.43003e-04,3.54505e-04,2.47435e-04,1.59589e-04,9.57592e-05,6.21406e-05,4.26461e-05,2.64344e-05,1.48200e-05,8.78690e-06,5.43311e-06,2.70822e-06,1.07402e-06,3.59649e-07,3.49063e-08,-1.52146e-07,-1.98228e-07
3.48308e-03,2.23191e-03,1.51698e-03,9.46079e-04,5.41334e-04,3.36110e-04,2.22205e-04,1.32551e-04,7.17201e-05,4.23337e-05,2.66390e-05,1.46591e-05,6.95132e-06,3.36236e-06,1.55526e-06,2.55633e-07,-3.76525e-07,-5.56586e-07,-5.74095e-07,-5.06385e-07,-3.88534e-07
