,sensitivity,confidence
$\mathrm{thk}_{1}$,12.082007848641823,6.70937335277487
$\mathrm{thk}_{2}$,1.3709521297714256,0.8899890713308989
$\mathrm{thk}_{3}$,1.9592351059493567,1.242121759368859
$\mathrm{thk}_{4}$,0.7940286577943396,0.48628941400681575
$\mathrm{thk}_{5}$,1.5425698626537536,0.9123225280536654
$\mathrm{thk}_{6}$,0.8140196673617859,0.5085628112592474
$\mathrm{thk}_{7}$,0.6991177007391195,0.4558312725244432
$\rho_{1}$,58.620049889144795,33.368068197582886
$\rho_{2}$,23.54136718522216,14.740317201537946
$\rho_{3}$,9.240240673280422,5.858494624292309
$\rho_{4}$,0.9596145959229375,0.6172450469145863
$\rho_{5}$,0.9914743610135337,0.6417440492470381
$\rho_{6}$,0.5343945689774348,0.33988217629212836
$\rho_{7}$,0.7025444014035134,0.4371402725578384
$\rho_{8}$,0.8445943968802441,0.5836430193801797
