,sensitivity,confidence
$\mathrm{thk}_{1}$,5.094124883983152,2.889531083881586
$\mathrm{thk}_{2}$,2.0559677384779347,1.3113993605403593
$\mathrm{thk}_{3}$,0.631094226786158,0.4058041549863253
$\mathrm{thk}_{4}$,0.6641606642620577,0.40846964181366174
$\mathrm{thk}_{5}$,1.0072642283811521,0.6337231231698732
$\mathrm{thk}_{6}$,0.6559363820469172,0.39561609333382053
$\mathrm{thk}_{7}$,1.5356127655658063,0.8806411581315643
$\rho_{1}$,51.277923575028694,31.0632334009209
$\rho_{2}$,24.516861106144308,14.179169342790312
$\rho_{3}$,4.516893144792923,2.7004023197999425
$\rho_{4}$,0.8087592846773513,0.527939913610923
$\rho_{5}$,0.8578565708381225,0.5667618713349762
$\rho_{6}$,0.8433056816052145,0.5705747437405324
$\rho_{7}$,1.0745479589171567,0.7286044878526878
$\rho_{8}$,0.9584765272014193,0.6308003871982291
