,sensitivity,confidence
$\mathrm{thk}_{1}$,4.2924063470140705,2.5858084839610602
$\mathrm{thk}_{2}$,2.140194724636844,1.3740289087756197
$\mathrm{thk}_{3}$,1.8811808944437367,1.192451624070759
$\mathrm{thk}_{4}$,0.9768217028963578,0.5801598933053811
$\mathrm{thk}_{5}$,1.239700333749275,0.7757248720900656
$\mathrm{thk}_{6}$,1.0193739458335345,0.6527959627040755
$\mathrm{thk}_{7}$,1.0146118305875524,0.637991309407489
$\rho_{1}$,29.36429598472886,17.13824093711803
$\rho_{2}$,18.93218935381124,11.98199430659233
$\rho_{3}$,7.25306598468219,4.152446418903498
$\rho_{4}$,1.5820892425159123,0.9945889493922404
$\rho_{5}$,1.1176835017180962,0.7301033607085207
$\rho_{6}$,2.0022226026791516,1.1931017373025112
$\rho_{7}$,0.8938802967230419,0.5402112581484172
$\rho_{8}$,1.245814302960022,0.7540608491181425
