thk_01,thk_02,res0_01,res0_02,res0_03,phim_01,phim_02,phim_03,taup_01,taup_02,taup_03,c_01,c_02,c_03
1.62500e+00,1.20375e+01,4.26562e+01,6.09375e+00,3.82812e+02,7.69727e-01,2.60937e-04,1.54492e-01
1.62500e+00,1.20375e+01,4.26562e+01,1.55312e+01,3.82812e+02,6.95898e-01,2.60937e-04,1.54492e-01
1.62500e+00,1.20375e+01,4.26562e+01,1.55312e+01,3.82812e+02,7.69727e-01,2.60937e-04,1.54492e-01
1.62500e+00,1.20375e+01,4.26562e+01,1.55312e+01,3.82812e+02,7.69727e-01,2.60937e-04,4.63867e-01
1.62500e+00,1.20375e+01,4.26562e+01,1.55312e+01,3.82812e+02,7.69727e-01,7.67187e-04,1.54492e-01
1.62500e+00,1.20375e+01,4.26562e+01,1.55312e+01,8.23438e+02,7.69727e-01,2.60937e-04,1.54492e-01
1.62500e+00,1.20375e+01,5.48438e+01,1.55312e+01,3.82812e+02,7.69727e-01,2.60937e-04,1.54492e-01
1.62500e+00,1.48125e+01,4.26562e+01,1.55312e+01,3.82812e+02,7.69727e-01,2.60937e-04,1.54492e-01
1.62500e+00,1.48125e+01,5.48438e+01,6.09375e+00,8.23438e+02,6.95898e-01,7.67187e-04,4.63867e-01
1.62500e+00,1.60875e+01,3.32812e+01,9.90625e+00,4.39062e+02,4.53320e-01,4.92188e-04,6.11523e-01
1.62500e+00,1.60875e+01,6.92188e+01,1.42188e+01,3.42188e+02,2.66992e-01,4.98437e-04,3.58398e-01
1.62500e+00,1.85625e+01,3.32812e+01,1.42188e+01,3.42188e+02,2.66992e-01,4.98437e-04,3.58398e-01
1.62500e+00,1.85625e+01,6.92188e+01,9.90625e+00,3.42188e+02,2.66992e-01,4.98437e-04,3.58398e-01
1.62500e+00,1.85625e+01,6.92188e+01,1.42188e+01,3.42188e+02,2.66992e-01,4.92188e-04,3.58398e-01
1.62500e+00,1.85625e+01,6.92188e+01,1.42188e+01,3.42188e+02,2.66992e-01,4.98437e-04,3.58398e-01
1.62500e+00,1.85625e+01,6.92188e+01,1.42188e+01,3.42188e+02,2.66992e-01,4.98437e-04,6.11523e-01
1.62500e+00,1.85625e+01,6.92188e+01,1.42188e+01,3.42188e+02,4.53320e-01,4.98437e-04,3.58398e-01
1.62500e+00,1.85625e+01,6.92188e+01,1.42188e+01,4.39062e+02,2.66992e-01,4.98437e-04,3.58398e-01
1.67500e+00,4.83750e+00,6.42188e+01,6.71875e+00,7.23438e+02,4.28711e-01,4.26562e-04,3.12695e-01
1.67500e+00,4.83750e+00,8.26562e+01,4.78125e+00,3.89062e+02,9.73633e-01,8.39062e-04,9.80664e-01
1.67500e+00,1.06125e+01,5.70312e+01,6.15625e+00,4.82812e+02,1.36914e-01,4.07812e-04,6.36133e-01
1.67500e+00,1.06125e+01,5.85938e+01,1.00938e+01,6.67188e+02,2.52930e-01,5.32812e-04,7.41602e-01
1.67500e+00,1.19625e+01,6.42188e+01,4.78125e+00,7.23438e+02,4.28711e-01,4.26562e-04,3.12695e-01
1.67500e+00,1.19625e+01,6.42188e+01,6.71875e+00,3.89062e+02,4.28711e-01,4.26562e-04,3.12695e-01
1.67500e+00,1.19625e+01,6.42188e+01,6.71875e+00,7.23438e+02,4.28711e-01,4.26562e-04,3.12695e-01
1.67500e+00,1.19625e+01,6.42188e+01,6.71875e+00,7.23438e+02,4.28711e-01,4.26562e-04,9.80664e-01
1.67500e+00,1.19625e+01,6.42188e+01,6.71875e+00,7.23438e+02,4.28711e-01,8.39062e-04,3.12695e-01
1.67500e+00,1.19625e+01,6.42188e+01,6.71875e+00,7.23438e+02,9.73633e-01,4.26562e-04,3.12695e-01
1.67500e+00,1.19625e+01,8.26562e+01,6.71875e+00,7.23438e+02,4.28711e-01,4.26562e-04,3.12695e-01
1.67500e+00,1.54875e+01,5.70312e+01,6.15625e+00,4.82812e+02,1.36914e-01,4.07812e-04,6.36133e-01
1.67500e+00,1.54875e+01,5.70312e+01,6.15625e+00,4.82812e+02,1.36914e-01,4.07812e-04,7.41602e-01
