,sensitivity,confidence
$\mathrm{thk}_{1}$,14.505134185376427,8.948082963704856
$\mathrm{thk}_{2}$,1.0014782060286853,0.6407548152089526
"$\rho_{0,1}$",7.145941420141623,4.430294761467416
"$\rho_{0,2}$",1.9895497348284292,1.200150134603489
"$\rho_{0,3}$",1.781345751253399,1.0881133169507367
"$\phi_{\mathrm{max}, 2}$",2.483136020111299,1.4729252597184455
"$\tau_{\phi, 2}$",1.187841001698765,0.7955514788535596
$c_{2}$,0.9560450081715401,0.5662408450773156
