,sensitivity,confidence
$\mathrm{thk}_{1}$,16.116447699310612,9.677849548203204
$\mathrm{thk}_{2}$,0.9652089888309331,0.5776777899899727
"$\rho_{0,1}$",8.513646855177171,5.131109901210891
"$\rho_{0,2}$",2.3742286029281043,1.5229113188157584
"$\rho_{0,3}$",1.477271048299179,0.9307244361668108
"$\phi_{\mathrm{max}, 2}$",2.9068052702764473,1.769414188848107
"$\tau_{\phi, 2}$",1.1169347189880472,0.6841389675862013
$c_{2}$,1.7108211901839567,1.0797573722518699
