,sensitivity,confidence
$\mathrm{thk}_{1}$,16.61394824054462,9.454878532785004
$\mathrm{thk}_{2}$,0.7332428472210001,0.4237686605840752
"$\rho_{0,1}$",8.361023776194248,5.2437445956309
"$\rho_{0,2}$",2.2231210135066886,1.402092777304895
"$\rho_{0,3}$",1.356903754228605,0.8378628285132789
"$\phi_{\mathrm{max}, 2}$",2.6623197637282163,1.6286400603416453
"$\tau_{\phi, 2}$",1.1213827501725966,0.6428694366376965
$c_{2}$,1.4749656118442085,0.8593661271802221
