,sensitivity,confidence
$\mathrm{thk}_{1}$,14.183722195171539,8.526305895088571
$\mathrm{thk}_{2}$,1.0949377599715955,0.6675015010135957
"$\rho_{0,1}$",7.5019621376260215,4.57455740607557
"$\rho_{0,2}$",2.280593001576292,1.4954453247455612
"$\rho_{0,3}$",1.5836906651612226,0.9718394433963395
"$\phi_{\mathrm{max}, 2}$",2.6567562180089097,1.5750471672140605
"$\tau_{\phi, 2}$",1.019349306487848,0.657050871566031
$c_{2}$,0.9719252382683161,0.6026029794203008
