time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.116411025e-03,1.145638400e-03,1.829452800e-06,3.436915200e-05,2.917560132e+01,2.871000000e+01
6.070000e-06,7.408982189e-04,7.069056000e-04,1.110739200e-06,2.120716800e-05,2.840723562e+01,2.931000000e+01
7.080000e-06,5.268623060e-04,5.072192000e-04,8.480768000e-07,1.521657600e-05,2.758855648e+01,2.832000000e+01
8.520000e-06,3.569075303e-04,3.542400000e-04,4.946240000e-07,1.062720000e-05,2.627116672e+01,2.642000000e+01
1.053000e-05,2.338592871e-04,2.403321600e-04,3.442688000e-07,7.209964800e-06,2.446614017e+01,2.403000000e+01
1.255000e-05,1.676323251e-04,1.745484800e-04,2.485452800e-07,5.236454400e-06,2.280015347e+01,2.221000000e+01
1.456000e-05,1.276450490e-04,1.319347200e-04,2.263987200e-07,3.958041600e-06,2.134572375e+01,2.089000000e+01
1.744000e-05,9.180629199e-05,9.328320000e-05,1.313312000e-07,2.798496000e-06,1.968294415e+01,1.948000000e+01
2.146000e-05,6.256512230e-05,6.237248000e-05,1.098406400e-07,1.871174400e-06,1.798780198e+01,1.802000000e+01
2.549000e-05,4.520383691e-05,4.445056000e-05,9.380800000e-08,1.333516800e-06,1.676933731e+01,1.696000000e+01
2.950000e-05,3.418331494e-05,3.319360000e-05,7.567616000e-08,9.958080000e-07,1.583688203e+01,1.615000000e+01
3.528000e-05,2.424395488e-05,2.379705600e-05,4.413568000e-08,7.139116800e-07,1.477857478e+01,1.497000000e+01
4.330000e-05,1.640618876e-05,1.650496000e-05,3.539776000e-08,4.951488000e-07,1.362796039e+01,1.357000000e+01
5.140000e-05,1.189100202e-05,1.206777600e-05,4.090816000e-08,3.620332800e-07,1.269107251e+01,1.257000000e+01
5.941000e-05,9.073389974e-06,9.336192000e-06,3.421696000e-08,2.800857600e-07,1.193906144e+01,1.171000000e+01
7.095000e-05,6.397470073e-06,6.557376000e-06,1.986105600e-08,1.967212800e-07,1.121130887e+01,1.103000000e+01
8.707000e-05,4.326675931e-06,4.361088000e-06,1.762803200e-08,1.308326400e-07,1.034424203e+01,1.029000000e+01
1.031600e-04,3.052484570e-06,3.004480000e-06,1.895315200e-08,9.013440000e-08,9.839233907e+00,9.940000000e+00
1.192200e-04,2.200401842e-06,2.107596800e-06,1.669126400e-08,6.322790400e-08,9.616107213e+00,9.900000000e+00
1.423300e-04,1.374387174e-06,1.336403200e-06,1.054848000e-08,4.009209600e-08,9.795253526e+00,9.980000000e+00
1.745400e-04,7.437462304e-07,7.822144000e-07,9.073792000e-09,2.346643200e-08,1.049883285e+01,1.015000000e+01
