X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
50.000,0.000,0.000,8.483,37.202,0.0,1.0e-06,0.100
50.000,0.000,0.000,6.625,20.102,0.2,1.2e-04,0.484
50.000,0.000,0.000,7.928,17.305,0.3,1.1e-04,0.412
50.000,0.000,0.000,8.257,16.465,0.4,1.2e-04,0.408
50.000,0.000,0.000,8.187,19.743,0.4,1.1e-04,0.437
50.000,0.000,0.000,0.000,28.186,0.3,1.0e-04,0.492
