time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.273059556e-03,1.145638400e-03,1.829452800e-06,1.031074560e-04,2.673027414e+01,2.871000000e+01
6.070000e-06,7.847546851e-04,7.069056000e-04,1.110739200e-06,6.362150400e-05,2.733875476e+01,2.931000000e+01
7.080000e-06,5.274308335e-04,5.072192000e-04,8.480768000e-07,4.564972800e-05,2.756872744e+01,2.832000000e+01
8.520000e-06,3.405065680e-04,3.542400000e-04,4.946240000e-07,3.188160000e-05,2.710812662e+01,2.642000000e+01
1.053000e-05,2.159849930e-04,2.403321600e-04,3.442688000e-07,2.162989440e-05,2.579800699e+01,2.403000000e+01
1.255000e-05,1.535664858e-04,1.745484800e-04,2.485452800e-07,1.570936320e-05,2.417196660e+01,2.221000000e+01
1.456000e-05,1.175149226e-04,1.319347200e-04,2.263987200e-07,1.187412480e-05,2.255545132e+01,2.089000000e+01
1.744000e-05,8.579427061e-05,9.328320000e-05,1.313312000e-07,8.395488000e-06,2.059204604e+01,1.948000000e+01
2.146000e-05,5.986932240e-05,6.237248000e-05,1.098406400e-07,5.613523200e-06,1.852379934e+01,1.802000000e+01
2.549000e-05,4.416521217e-05,4.445056000e-05,9.380800000e-08,4.000550400e-06,1.703122498e+01,1.696000000e+01
2.950000e-05,3.394596815e-05,3.319360000e-05,7.567616000e-08,2.987424000e-06,1.591061619e+01,1.615000000e+01
3.528000e-05,2.447134988e-05,2.379705600e-05,4.413568000e-08,2.141735040e-06,1.468688116e+01,1.497000000e+01
4.330000e-05,1.681175709e-05,1.650496000e-05,3.539776000e-08,1.485446400e-06,1.340789482e+01,1.357000000e+01
5.140000e-05,1.231177292e-05,1.206777600e-05,4.090816000e-08,1.086099840e-06,1.240024396e+01,1.257000000e+01
5.941000e-05,9.458722785e-06,9.336192000e-06,3.421696000e-08,8.402572800e-07,1.161256720e+01,1.171000000e+01
7.095000e-05,6.674428523e-06,6.557376000e-06,1.986105600e-08,5.901638400e-07,1.089897781e+01,1.103000000e+01
8.707000e-05,4.424910714e-06,4.361088000e-06,1.762803200e-08,3.924979200e-07,1.019057236e+01,1.029000000e+01
1.031600e-04,3.008137923e-06,3.004480000e-06,1.895315200e-08,2.704032000e-07,9.935699320e+00,9.940000000e+00
1.192200e-04,2.066375092e-06,2.107596800e-06,1.669126400e-08,1.896837120e-07,1.002754280e+01,9.900000000e+00
1.423300e-04,1.188346350e-06,1.336403200e-06,1.054848000e-08,1.202762880e-07,1.079260757e+01,9.980000000e+00
1.745400e-04,5.675215236e-07,7.822144000e-07,9.073792000e-09,7.039929600e-08,1.257291506e+01,1.015000000e+01
