X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
50.000,0.000,0.000,7.292,31.236,0.0,1.0e-06,0.100
50.000,0.000,0.000,7.454,33.516,0.2,1.1e-04,0.525
50.000,0.000,0.000,8.496,17.182,0.3,1.2e-04,0.406
50.000,0.000,0.000,8.397,17.303,0.4,1.1e-04,0.406
50.000,0.000,0.000,8.094,22.752,0.4,1.1e-04,0.459
50.000,0.000,0.000,0.000,29.598,0.3,1.0e-04,0.498
