X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
48.127,404.377,7.292,31.236,0.0,1e-06,0.1
48.127,404.377,7.454,33.516,0.2,0.00011,0.525
48.127,404.377,8.496,17.182,0.3,0.00012,0.406
48.127,404.377,8.397,17.303,0.4,0.00011,0.406
48.127,404.377,8.094,22.752,0.4,0.00011,0.459
48.127,404.377,0.0,29.598,0.3,0.0001,0.498
