X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
48.127,404.377,8.483,37.202,0.0,1e-06,0.1
48.127,404.377,6.625,20.102,0.2,0.00012,0.484
48.127,404.377,7.928,17.305,0.3,0.00011,0.412
48.127,404.377,8.257,16.465,0.4,0.00012,0.408
48.127,404.377,8.187,19.743,0.4,0.00011,0.437
48.127,404.377,0.0,28.186,0.3,0.0001,0.492
