X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
50.000,0.000,0.000,7.525,33.190,0.0,1.0e-06,0.100
50.000,0.000,0.000,7.021,29.023,0.2,1.1e-04,0.515
50.000,0.000,0.000,8.485,17.448,0.3,1.1e-04,0.408
50.000,0.000,0.000,8.439,16.861,0.4,1.2e-04,0.404
50.000,0.000,0.000,8.137,21.383,0.4,1.1e-04,0.449
50.000,0.000,0.000,0.000,29.189,0.3,1.0e-04,0.496
