          83
       50001       60010   2.25145626      -26.8009434               1
       50001       70011  0.648055136      -29.9618244               1
       50001       80012  0.183648825      -36.9084015               1
       50001       90013   7.56738558E-02  -45.5313721               1
       60002       70011   2.62299228      -23.2525234               1
       60002       80012  0.471040636      -30.9859180               1
       60002      100014   9.56125036E-02  -43.3076591               1
       60002      110015   5.21267727E-02  -46.9587402               1
       70003       80012   1.80057991      -23.9316139               1
       70003       90013  0.336082578      -39.3795166               1
       70003      100014  0.187559441      -40.8126450               1
       70003      110015   9.24154446E-02  -44.8043556               1
       80004       90013  0.979536176      -35.1337585               1
       80004      100014  0.404466867      -37.9567451               1
       80004      110015  0.171532467      -42.4326820               1
       80004      140018   3.20738181E-02  -63.0639229               1
       90005      100014  0.938092053      -35.5618553               1
       90005      130017   6.86839595E-02  -49.9023743               1
      100006      110015  0.670298696      -40.8157883               1
      110007      120016  0.611403942      -40.7726288               1
      110007      130017  0.201210201      -45.5279503               1
      120008      130017  0.523556769      -43.8588829               1
      120008      140018  0.178055659      -58.6830063               1
      130009      140018  0.431463301      -56.9699821               1
      130009      150019  0.148126587      -61.5828323               1
      130009      200024   1.75734945E-02  -70.8414841               1
      140010      150019  0.390491873      -61.7080879               1
      140010      160020  0.120645396      -70.8251801               1
      140010      170021   7.30972961E-02  -74.2442703               1
      140010      180022   4.29819636E-02  -74.5805283               1
      140010      190023   3.02267596E-02  -71.8453827               1
      140010      200024   2.33462881E-02  -72.0627365               1
      140010      210025   1.85528863E-02  -72.1256561               1
      150011      160020  0.352933854      -79.5619202               1
      150011      170021  0.154391229      -84.0768890               1
      150011      180022   7.24104941E-02  -84.6624680               1
      150011      200024   3.16247679E-02  -81.2246323               1
      150011      220026   1.74099244E-02  -77.7337112               1
      160012      170021  0.713091969      -78.0304337               1
      160012      180022  0.189627081      -84.1716919               1
      160012      190023   9.04452130E-02  -83.4142761               1
      160012      200024   5.49160540E-02  -84.4962158               1
      160012      210025   3.74153554E-02  -84.6427155               1
      160012      220026   2.55581830E-02  -81.5707245               1
      170013      180022  0.495038837      -82.5404358               1
      180014      190023  0.594081283      -85.1074829               1
      180014      200024  0.203684404      -88.9450378               1
      180014      210025  0.104874931      -90.2748337               1
      180014      220026   5.94965667E-02  -87.1640396               1
      180014      230027   3.87776084E-02  -86.4839020               1
      180014      250029   2.65200567E-02  -80.3765106               1
      190015      200024  0.689756691      -86.2056046               1
      190015      210025  0.246654227      -88.6580276               1
      190015      220026  0.116706818      -85.3423386               1
      190015      230027   6.79891557E-02  -85.0990829               1
      190015      240028   4.92658019E-02  -81.2478485               1
      190015      250029   4.05413732E-02  -78.9193726               1
      190015      260030   3.59161608E-02  -77.1519470               1
      200016      210025  0.847409129      -83.0982132               1
      200016      220026  0.279014856      -79.6298523               1
      200016      230027  0.136364251      -80.0896988               1
      210017      220026   1.05443132      -82.0754242               1
      210017      230027  0.357050091      -81.4383163               1
      210017      240028  0.194925025      -76.7331924               1
      210017      250029  0.136052042      -73.3421478               1
      210017      270031   9.01601762E-02  -71.5672302               1
      210017      280032   6.40330613E-02  -73.6876602               1
      220018      230027   1.22578537      -91.9456329               1
      220018      250029  0.289731264      -79.8347778               1
      220018      260030  0.217593282      -76.0590134               1
      230019      240028   1.32063222      -86.9016800               1
      230019      250029  0.611922860      -81.0149384               1
      230019      270031  0.310805619      -76.5729218               1
      240020      250029   1.58305156      -86.0049133               1
      240020      260030  0.838693023      -80.1160278               1
      240020      270031  0.571528316      -79.8066483               1
      240020      280032  0.346999228      -81.1749115               1
      250021      260030   2.01066041      -83.1183929               1
      250021      270031   1.08965623      -82.3289719               1
      250021      280032  0.590234399      -83.7012253               1
      260022      270031   2.59340405      -83.3459167               1
      260022      280032   1.06404364      -85.0891113               1
      270023      280032   2.93379784      -80.2292557               1
