,sensitivity,confidence
$\mathrm{thk}_{1}$,3.4773333497137444,2.273985706364523
$\mathrm{thk}_{2}$,2.395274667508797,1.5108922086477294
$\mathrm{thk}_{3}$,2.9263949849979833,1.6345569579993198
$\mathrm{thk}_{4}$,1.7313461983238296,0.9980312147463098
$\mathrm{thk}_{5}$,2.0032148654358806,1.2517243848446722
$\mathrm{thk}_{6}$,2.0510029971484443,1.3071566110743909
$\mathrm{thk}_{7}$,1.7981478727289717,1.044193282064372
$\mathrm{thk}_{8}$,1.4620478911166706,0.848885867837856
$\mathrm{thk}_{9}$,2.8512957858748558,1.8218209033118289
$\rho_{1}$,3.28064999487693,2.005414466975932
$\rho_{2}$,3.8198098875306563,2.4190669400112417
$\rho_{3}$,2.9359404621535847,1.7716508013733365
$\rho_{4}$,1.9752407618358216,1.2043227692093759
$\rho_{5}$,1.313988783681031,0.8374441167834386
$\rho_{6}$,2.14976321558038,1.2302268696258667
$\rho_{7}$,2.5077531399610673,1.5802301075312066
$\rho_{8}$,2.300859462265194,1.4613723120098026
$\rho_{9}$,2.9747359231811408,1.8067250572670863
$\rho_{10}$,1.9374736104508974,1.2402758166024739
