,sensitivity,confidence
$\mathrm{thk}_{1}$,3.061987104715442,1.8934670996993817
$\mathrm{thk}_{2}$,2.7728127004713152,1.6386607223860858
$\mathrm{thk}_{3}$,2.5054097119928436,1.5620579322330295
$\mathrm{thk}_{4}$,1.3612177485717007,0.8191114549237636
$\mathrm{thk}_{5}$,2.0311830795423753,1.243483438929828
$\mathrm{thk}_{6}$,1.895792352767572,1.1602657542869361
$\mathrm{thk}_{7}$,1.5200292653784364,0.9155606458294616
$\mathrm{thk}_{8}$,1.2413703518830281,0.76003886709585
$\mathrm{thk}_{9}$,1.7063212874223856,1.0649881965944301
$\rho_{1}$,5.415328499873695,3.1772606881130216
$\rho_{2}$,4.1279348610512265,2.511612978458807
$\rho_{3}$,2.1015308457702804,1.2428765150051844
$\rho_{4}$,1.8936106112454258,1.1977136210211776
$\rho_{5}$,2.096713401516235,1.3104541943206625
$\rho_{6}$,1.9139669103735593,1.2429553948773244
$\rho_{7}$,1.8879505853086596,1.2595243874076105
$\rho_{8}$,2.5121493554491012,1.4382107856436877
$\rho_{9}$,3.3311546191821813,1.8992254105681308
$\rho_{10}$,1.6000491075447496,1.1004709143996105
