,sensitivity,confidence
$\mathrm{thk}_{1}$,2.1282514551522076,1.338614926243544
$\mathrm{thk}_{2}$,2.3774176891316277,1.5406740903520724
$\mathrm{thk}_{3}$,1.5199854991397528,0.994589235245601
$\mathrm{thk}_{4}$,1.4219146687403228,0.8537356412583641
$\mathrm{thk}_{5}$,2.1385927265139304,1.310282373667054
$\mathrm{thk}_{6}$,2.962770174069309,1.7291311358867396
$\mathrm{thk}_{7}$,1.9640077141743901,1.2174512349323532
$\rho_{1}$,5.898253369253106,3.6061583153492083
$\rho_{2}$,2.0712989198740126,1.2605311072407404
$\rho_{3}$,1.94548071810868,1.1142725882964413
$\rho_{4}$,1.633611452636118,1.088360389500901
$\rho_{5}$,1.2366561270660963,0.7948064675924665
$\rho_{6}$,2.242139085610081,1.3997076632618397
$\rho_{7}$,2.048376715549306,1.2650072311925127
$\rho_{8}$,3.6260842891304423,2.2039684655100835
