,sensitivity,confidence
$\mathrm{thk}_{1}$,2.2914211964219398,1.45735797724259
$\mathrm{thk}_{2}$,2.2549175531761123,1.3877065476446553
$\mathrm{thk}_{3}$,2.6822412213092233,1.661797902893216
$\mathrm{thk}_{4}$,1.166774522968146,0.7215866544595119
$\mathrm{thk}_{5}$,2.931930195638651,1.8546074809355957
$\mathrm{thk}_{6}$,2.5415686374095734,1.447991319805265
$\mathrm{thk}_{7}$,1.5935363262438988,0.9885540311182853
$\rho_{1}$,6.91264176328589,4.052806211937516
$\rho_{2}$,2.200108617580624,1.3647803186269003
$\rho_{3}$,1.8992588752947104,1.1521949877608813
$\rho_{4}$,2.487768620320835,1.552085600067343
$\rho_{5}$,1.2010568392876746,0.7503733754812183
$\rho_{6}$,1.0303432682911557,0.6074178890818015
$\rho_{7}$,1.543221230075831,0.9569888494236864
$\rho_{8}$,1.9797712282573052,1.227610320377788
