X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.824,300.000,0.0,1.0e-06,0.078
70.000,0.000,0.000,2.780,3270.068,0.5,2.8e-05,0.839
70.000,0.000,0.000,2.724,3155.451,0.6,4.3e-05,0.781
70.000,0.000,0.000,2.719,2981.753,0.6,6.5e-05,0.741
70.000,0.000,0.000,5.000,2279.962,0.8,9.8e-05,0.708
70.000,0.000,0.000,0.000,336.124,0.0,1.0e-06,0.027
