X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.840,300.000,0.0,1.0e-06,0.078
70.000,0.000,0.000,2.784,3284.100,0.5,2.8e-05,0.839
70.000,0.000,0.000,2.727,3166.487,0.6,4.3e-05,0.781
70.000,0.000,0.000,2.722,2990.511,0.6,6.6e-05,0.741
70.000,0.000,0.000,5.000,2279.783,0.8,9.8e-05,0.709
70.000,0.000,0.000,0.000,336.328,0.0,1.0e-06,0.027
