X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.878,300.000,0.0,1.0e-06,0.077
70.000,0.000,0.000,2.793,3313.204,0.5,2.8e-05,0.837
70.000,0.000,0.000,2.738,3185.542,0.6,4.3e-05,0.782
70.000,0.000,0.000,2.733,3002.831,0.6,6.7e-05,0.742
70.000,0.000,0.000,5.000,2268.356,0.8,9.5e-05,0.715
70.000,0.000,0.000,0.000,336.070,0.0,1.0e-06,0.028
