time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.102122788e-05,7.724520000e-05,7.645400000e-08,6.179616000e-06,2.931289477e+02,2.506300000e+02
1.456000e-05,2.242117220e-05,3.658440000e-05,2.937760000e-08,2.926752000e-06,4.460782473e+02,3.219600000e+02
1.744000e-05,2.184843205e-06,7.600680000e-06,1.247688000e-08,6.080544000e-07,1.559293597e+03,6.792000000e+02
2.146000e-05,-4.834829752e-06,-5.866920000e-06,2.356400000e-08,4.693536000e-07,-6.498531475e+02,-5.710700000e+02
2.549000e-05,-5.582281683e-06,-7.425240000e-06,9.460000000e-09,5.940192000e-07,-4.432288177e+02,-3.665000000e+02
2.950000e-05,-4.820329560e-06,-6.527400000e-06,1.897160000e-08,5.221920000e-07,-3.831460617e+02,-3.129500000e+02
3.528000e-05,-3.440023902e-06,-3.794320000e-06,2.296200000e-09,3.035456000e-07,-3.560658143e+02,-3.335500000e+02
4.330000e-05,-2.079185234e-06,-2.211920000e-06,7.998000000e-09,1.769536000e-07,-3.540328800e+02,-3.397800000e+02
5.140000e-05,-1.258575683e-06,-1.174760000e-06,5.392200000e-09,9.398080000e-08,-3.717584004e+02,-3.892200000e+02
5.941000e-05,-7.791911654e-07,-6.420760000e-07,4.224320000e-09,5.136608000e-08,-4.020285970e+02,-4.574000000e+02
7.095000e-05,-3.897241487e-07,-3.015160000e-07,3.214680000e-09,2.412128000e-08,-4.746352646e+02,-5.630700000e+02
8.707000e-05,-1.646657852e-07,-1.145348000e-07,2.691800000e-09,9.162784000e-09,-5.992422046e+02,-7.632600000e+02
1.031600e-04,-6.882704105e-08,-5.423160000e-08,2.765760000e-09,4.338528000e-09,-8.080295776e+02,-9.470900000e+02
1.192200e-04,-2.563786858e-08,-3.317880000e-08,2.855200000e-09,2.654304000e-09,-1.226353683e+03,-1.032530000e+03
