time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.041723214e-05,7.724520000e-05,7.645400000e-08,3.862260000e-06,2.950793288e+02,2.506300000e+02
1.456000e-05,2.214453742e-05,3.658440000e-05,2.937760000e-08,1.829220000e-06,4.497855649e+02,3.219600000e+02
1.744000e-05,2.076602486e-06,7.600680000e-06,1.247688000e-08,3.800340000e-07,1.613017823e+03,6.792000000e+02
2.146000e-05,-4.873596839e-06,-5.866920000e-06,2.356400000e-08,2.933460000e-07,-6.464023859e+02,-5.710700000e+02
2.549000e-05,-5.598220611e-06,-7.425240000e-06,9.460000000e-09,3.712620000e-07,-4.423871278e+02,-3.665000000e+02
2.950000e-05,-4.828331912e-06,-6.527400000e-06,1.897160000e-08,3.263700000e-07,-3.827226005e+02,-3.129500000e+02
3.528000e-05,-3.444214173e-06,-3.794320000e-06,2.296200000e-09,1.897160000e-07,-3.557769598e+02,-3.335500000e+02
4.330000e-05,-2.081396130e-06,-2.211920000e-06,7.998000000e-09,1.105960000e-07,-3.537821290e+02,-3.397800000e+02
5.140000e-05,-1.259941689e-06,-1.174760000e-06,5.392200000e-09,5.873800000e-08,-3.714896494e+02,-3.892200000e+02
5.941000e-05,-7.800944825e-07,-6.420760000e-07,4.224320000e-09,3.210380000e-08,-4.017181821e+02,-4.574000000e+02
7.095000e-05,-3.901606919e-07,-3.015160000e-07,3.214680000e-09,1.507580000e-08,-4.742811585e+02,-5.630700000e+02
8.707000e-05,-1.647676179e-07,-1.145348000e-07,2.691800000e-09,5.726740000e-09,-5.989952761e+02,-7.632600000e+02
1.031600e-04,-6.879659385e-08,-5.423160000e-08,2.765760000e-09,2.711580000e-09,-8.082679656e+02,-9.470900000e+02
1.192200e-04,-2.556630772e-08,-3.317880000e-08,2.855200000e-09,1.658940000e-09,-1.228641017e+03,-1.032530000e+03
