X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
60.1,3010.211,3.824,300.0,0.0,1e-06,0.078
60.1,3010.211,2.78,3270.068,0.5,2.8e-05,0.839
60.1,3010.211,2.724,3155.451,0.6,4.3e-05,0.781
60.1,3010.211,2.719,2981.753,0.6,6.5e-05,0.741
60.1,3010.211,5.0,2279.962,0.8,9.8e-05,0.708
60.1,3010.211,0.0,336.124,0.0,1e-06,0.027
