time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.080802088e-05,7.724520000e-05,7.645400000e-08,8.496972000e-06,2.938137332e+02,2.506300000e+02
1.456000e-05,2.226044707e-05,3.658440000e-05,2.937760000e-08,4.024284000e-06,4.482228578e+02,3.219600000e+02
1.744000e-05,2.074064085e-06,7.600680000e-06,1.247688000e-08,8.360748000e-07,1.614333646e+03,6.792000000e+02
2.146000e-05,-4.906017557e-06,-5.866920000e-06,2.356400000e-08,6.453612000e-07,-6.435514681e+02,-5.710700000e+02
2.549000e-05,-5.631343355e-06,-7.425240000e-06,9.460000000e-09,8.167764000e-07,-4.406507182e+02,-3.665000000e+02
2.950000e-05,-4.855578618e-06,-6.527400000e-06,1.897160000e-08,7.180140000e-07,-3.812895124e+02,-3.129500000e+02
3.528000e-05,-3.462965604e-06,-3.794320000e-06,2.296200000e-09,4.173752000e-07,-3.544914792e+02,-3.335500000e+02
4.330000e-05,-2.092677342e-06,-2.211920000e-06,7.998000000e-09,2.433112000e-07,-3.525095373e+02,-3.397800000e+02
5.140000e-05,-1.266917323e-06,-1.174760000e-06,5.392200000e-09,1.292236000e-07,-3.701247827e+02,-3.892200000e+02
5.941000e-05,-7.846107629e-07,-6.420760000e-07,4.224320000e-09,7.062836000e-08,-4.001751521e+02,-4.574000000e+02
7.095000e-05,-3.927444230e-07,-3.015160000e-07,3.214680000e-09,3.316676000e-08,-4.721987822e+02,-5.630700000e+02
8.707000e-05,-1.662381160e-07,-1.145348000e-07,2.691800000e-09,1.259882800e-08,-5.954576792e+02,-7.632600000e+02
1.031600e-04,-6.973408050e-08,-5.423160000e-08,2.765760000e-09,5.965476000e-09,-8.010075419e+02,-9.470900000e+02
1.192200e-04,-2.620768017e-08,-3.317880000e-08,2.855200000e-09,3.649668000e-09,-1.208512919e+03,-1.032530000e+03
