X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
40.000,0.000,0.000,3.695,300.000,0.0,1.0e-06,0.084
40.000,0.000,0.000,2.708,3293.017,0.5,3.8e-05,0.841
40.000,0.000,0.000,2.715,3131.560,0.6,4.5e-05,0.830
40.000,0.000,0.000,2.743,2933.535,0.7,5.8e-05,0.809
40.000,0.000,0.000,5.000,2321.740,0.8,7.0e-05,0.772
40.000,0.000,0.000,0.000,334.883,0.0,1.0e-06,0.027
