X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
40.000,0.000,0.000,3.728,300.000,0.0,1.0e-06,0.082
40.000,0.000,0.000,2.720,3290.175,0.5,3.6e-05,0.840
40.000,0.000,0.000,2.704,3146.768,0.6,4.6e-05,0.823
40.000,0.000,0.000,2.715,2966.434,0.7,6.1e-05,0.800
40.000,0.000,0.000,5.000,2273.997,0.8,7.5e-05,0.756
40.000,0.000,0.000,0.000,333.797,0.0,1.0e-06,0.025
