time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.853837775e-05,8.526040000e-05,6.200600000e-08,9.378644000e-06,2.712835479e+02,2.346600000e+02
1.456000e-05,2.822838427e-05,4.301720000e-05,2.297920000e-08,4.731892000e-06,3.825832111e+02,2.890300000e+02
1.744000e-05,5.138630343e-06,1.262824000e-05,1.526672000e-08,1.389106400e-06,8.816776418e+02,4.842100000e+02
2.146000e-05,-2.785645948e-06,-2.287600000e-06,2.294480000e-08,2.516360000e-07,-9.385384567e+02,-1.070150000e+03
2.549000e-05,-4.074080622e-06,-5.130760000e-06,2.170640000e-08,5.643836000e-07,-5.467843490e+02,-4.688900000e+02
2.950000e-05,-3.876409984e-06,-4.719680000e-06,1.745800000e-08,5.191648000e-07,-4.430598381e+02,-3.885200000e+02
3.528000e-05,-2.969425529e-06,-3.147600000e-06,1.212600000e-08,3.462360000e-07,-3.927561198e+02,-3.779000000e+02
4.330000e-05,-1.775280415e-06,-1.618520000e-06,8.699760000e-09,1.780372000e-07,-3.933638189e+02,-4.183400000e+02
5.140000e-05,-9.999561920e-07,-8.405640000e-07,7.074360000e-09,9.246204000e-08,-4.333708533e+02,-4.865000000e+02
5.941000e-05,-5.776420621e-07,-4.595840000e-07,6.245320000e-09,5.055424000e-08,-4.908103959e+02,-5.716700000e+02
7.095000e-05,-2.514294842e-07,-2.070880000e-07,5.223640000e-09,2.277968000e-08,-6.357027315e+02,-7.232200000e+02
8.707000e-05,-6.464121952e-08,-7.499200000e-08,5.163440000e-09,8.249120000e-09,-1.117716371e+03,-1.012160000e+03
