X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
38.92,3016.959,3.735,300.0,0.0,1e-06,0.081
38.92,3016.959,2.73,3291.679,0.5,3.5e-05,0.843
38.92,3016.959,2.703,3158.184,0.6,4.7e-05,0.823
38.92,3016.959,2.705,2989.679,0.6,6.2e-05,0.8
38.92,3016.959,5.0,2267.316,0.8,7.5e-05,0.757
38.92,3016.959,0.0,334.133,0.0,1e-06,0.025
