X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
40.000,0.000,0.000,3.735,300.000,0.0,1.0e-06,0.081
40.000,0.000,0.000,2.730,3291.679,0.5,3.5e-05,0.843
40.000,0.000,0.000,2.703,3158.184,0.6,4.7e-05,0.823
40.000,0.000,0.000,2.705,2989.679,0.6,6.2e-05,0.800
40.000,0.000,0.000,5.000,2267.316,0.8,7.5e-05,0.757
40.000,0.000,0.000,0.000,334.133,0.0,1.0e-06,0.025
