time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.545232255e-05,8.526040000e-05,6.200600000e-08,1.193645600e-05,2.797451908e+02,2.346600000e+02
1.456000e-05,2.751170863e-05,4.301720000e-05,2.297920000e-08,6.022408000e-06,3.891988482e+02,2.890300000e+02
1.744000e-05,5.447618392e-06,1.262824000e-05,1.526672000e-08,1.767953600e-06,8.480151821e+02,4.842100000e+02
2.146000e-05,-2.454822087e-06,-2.287600000e-06,2.294480000e-08,3.202640000e-07,-1.021071143e+03,-1.070150000e+03
2.549000e-05,-3.876376326e-06,-5.130760000e-06,2.170640000e-08,7.183064000e-07,-5.652213169e+02,-4.688900000e+02
2.950000e-05,-3.758451583e-06,-4.719680000e-06,1.745800000e-08,6.607552000e-07,-4.522822529e+02,-3.885200000e+02
3.528000e-05,-2.916300362e-06,-3.147600000e-06,1.212600000e-08,4.406640000e-07,-3.975115497e+02,-3.779000000e+02
4.330000e-05,-1.762566724e-06,-1.618520000e-06,8.699760000e-09,2.265928000e-07,-3.952531517e+02,-4.183400000e+02
5.140000e-05,-9.998249352e-07,-8.405640000e-07,7.074360000e-09,1.176789600e-07,-4.334087810e+02,-4.865000000e+02
5.941000e-05,-5.785330436e-07,-4.595840000e-07,6.245320000e-09,6.434176000e-08,-4.903063449e+02,-5.716700000e+02
7.095000e-05,-2.494306387e-07,-2.070880000e-07,5.223640000e-09,2.899232000e-08,-6.390944037e+02,-7.232200000e+02
8.707000e-05,-6.184874221e-08,-7.499200000e-08,5.163440000e-09,1.049888000e-08,-1.151111497e+03,-1.012160000e+03
