X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
38.92,3016.959,3.728,300.0,0.0,1e-06,0.082
38.92,3016.959,2.72,3290.175,0.5,3.6e-05,0.84
38.92,3016.959,2.704,3146.768,0.6,4.6e-05,0.823
38.92,3016.959,2.715,2966.434,0.7,6.1e-05,0.8
38.92,3016.959,5.0,2273.997,0.8,7.5e-05,0.756
38.92,3016.959,0.0,333.797,0.0,1e-06,0.025
