time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.891084383e-05,8.526040000e-05,6.200600000e-08,6.820832000e-06,2.703051323e+02,2.346600000e+02
1.456000e-05,2.843753912e-05,4.301720000e-05,2.297920000e-08,3.441376000e-06,3.807050002e+02,2.890300000e+02
1.744000e-05,5.237464232e-06,1.262824000e-05,1.526672000e-08,1.010259200e-06,8.705506266e+02,4.842100000e+02
2.146000e-05,-2.743303583e-06,-2.287600000e-06,2.294480000e-08,1.830080000e-07,-9.481712229e+02,-1.070150000e+03
2.549000e-05,-4.051728508e-06,-5.130760000e-06,2.170640000e-08,4.104608000e-07,-5.487934630e+02,-4.688900000e+02
2.950000e-05,-3.862051774e-06,-4.719680000e-06,1.745800000e-08,3.775744000e-07,-4.441572878e+02,-3.885200000e+02
3.528000e-05,-2.960237359e-06,-3.147600000e-06,1.212600000e-08,2.518080000e-07,-3.935684073e+02,-3.779000000e+02
4.330000e-05,-1.769758278e-06,-1.618520000e-06,8.699760000e-09,1.294816000e-07,-3.941816634e+02,-4.183400000e+02
5.140000e-05,-9.965914291e-07,-8.405640000e-07,7.074360000e-09,6.724512000e-08,-4.343457569e+02,-4.865000000e+02
5.941000e-05,-5.757049972e-07,-4.595840000e-07,6.245320000e-09,3.676672000e-08,-4.919107272e+02,-5.716700000e+02
7.095000e-05,-2.507535623e-07,-2.070880000e-07,5.223640000e-09,1.656704000e-08,-6.368446032e+02,-7.232200000e+02
8.707000e-05,-6.461537900e-08,-7.499200000e-08,5.163440000e-09,5.999360000e-09,-1.118014344e+03,-1.012160000e+03
