X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,7.808,65.735,0.0,1.0e-06,0.010
0.000,0.000,0.000,11.694,8.531,0.9,1.3e-03,0.944
0.000,0.000,0.000,0.000,74.673,0.0,1.0e-06,0.010
