tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20
4.31087e-04,2.96295e-04,2.18505e-04,1.54104e-04,1.04595e-04,7.64547e-05,5.88653e-05,4.29834e-05,3.00462e-05,2.23289e-05,1.73075e-05,1.25659e-05,8.56563e-06,6.10111e-06,4.51239e-06,2.99316e-06,1.86655e-06,1.23210e-06,8.50284e-07,5.19691e-07,2.95972e-07
3.92507e-04,2.39210e-04,1.57390e-04,9.59057e-05,5.43847e-05,3.42354e-05,2.33474e-05,1.48826e-05,9.12264e-06,6.25032e-06,4.62405e-06,3.26587e-06,2.24713e-06,1.66449e-06,1.29897e-06,9.47603e-07,6.74401e-07,5.07515e-07,3.97066e-07,2.89325e-07,2.03051e-07
3.93393e-04,2.40586e-04,1.58770e-04,9.70988e-05,5.53332e-05,3.50057e-05,2.39902e-05,1.53959e-05,9.51312e-06,6.55645e-06,4.86976e-06,3.45048e-06,2.37742e-06,1.76033e-06,1.37219e-06,9.98769e-07,7.08673e-07,5.31834e-07,4.15082e-07,3.01516e-07,2.10907e-07
3.68270e-04,2.20238e-04,1.43781e-04,8.83022e-05,5.19473e-05,3.45368e-05,2.50205e-05,1.73328e-05,1.16904e-05,8.57798e-06,6.64491e-06,4.88514e-06,3.44506e-06,2.56947e-06,2.00200e-06,1.44659e-06,1.01251e-06,7.48907e-07,5.76449e-07,4.10889e-07,2.81287e-07
4.69143e-04,2.80862e-04,1.82162e-04,1.09271e-04,6.07824e-05,3.76068e-05,2.52363e-05,1.57335e-05,9.38208e-06,6.28569e-06,4.57054e-06,3.17153e-06,2.15114e-06,1.58116e-06,1.22904e-06,8.94425e-07,6.36367e-07,4.79398e-07,3.75643e-07,2.74406e-07,1.93206e-07
5.01891e-04,3.30291e-04,2.30486e-04,1.48709e-04,8.86095e-05,5.70673e-05,3.90784e-05,2.45615e-05,1.44305e-05,9.37687e-06,6.58459e-06,4.35168e-06,2.79162e-06,1.96836e-06,1.48447e-06,1.04643e-06,7.24529e-07,5.36098e-07,4.14718e-07,2.98792e-07,2.07752e-07
3.44435e-04,2.11959e-04,1.44887e-04,9.62258e-05,6.28761e-05,4.54737e-05,3.49569e-05,2.54654e-05,1.76233e-05,1.28959e-05,9.83375e-06,7.00908e-06,4.72542e-06,3.38470e-06,2.54919e-06,1.76794e-06,1.18940e-06,8.55054e-07,6.44432e-07,4.48918e-07,3.01079e-07
3.90308e-04,2.35502e-04,1.53131e-04,9.17799e-05,5.11437e-05,3.19465e-05,2.18186e-05,1.40962e-05,8.89289e-06,6.27700e-06,4.76183e-06,3.45526e-06,2.43237e-06,1.82424e-06,1.43277e-06,1.04905e-06,7.46461e-07,5.60295e-07,4.36856e-07,3.16568e-07,2.20618e-07
3.55873e-04,2.19537e-04,1.46194e-04,9.05304e-05,5.24425e-05,3.36631e-05,2.33594e-05,1.52147e-05,9.54878e-06,6.65364e-06,4.98052e-06,3.55598e-06,2.46552e-06,1.83215e-06,1.43107e-06,1.04304e-06,7.40176e-07,5.54988e-07,4.32556e-07,3.13434e-07,2.18485e-07
3.92669e-04,2.38660e-04,1.56605e-04,9.50667e-05,5.35984e-05,3.35235e-05,2.27059e-05,1.43298e-05,8.67229e-06,5.88099e-06,4.31803e-06,3.02812e-06,2.07377e-06,1.53386e-06,1.19727e-06,8.74950e-07,6.24674e-07,4.71660e-07,3.70182e-07,2.70894e-07,1.91042e-07
3.92725e-04,2.38682e-04,1.56606e-04,9.50519e-05,5.35769e-05,3.35024e-05,2.26873e-05,1.43152e-05,8.66210e-06,5.87376e-06,4.31274e-06,3.02458e-06,2.07156e-06,1.53237e-06,1.19622e-06,8.74269e-07,6.24252e-07,4.71378e-07,3.69983e-07,2.70767e-07,1.90965e-07
