tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20
1.78367e-03,1.27851e-03,9.70577e-04,6.96961e-04,4.69473e-04,3.33949e-04,2.48475e-04,1.72654e-04,1.13535e-04,8.01336e-05,5.94271e-05,4.08305e-05,2.61201e-05,1.76597e-05,1.25094e-05,7.85392e-06,4.59722e-06,2.85789e-06,1.85651e-06,1.03068e-06,5.09115e-07
2.04045e-03,1.30387e-03,8.88290e-04,5.59822e-04,3.28103e-04,2.10234e-04,1.44047e-04,9.08096e-05,5.32968e-05,3.42205e-05,2.34809e-05,1.47849e-05,8.71220e-06,5.59423e-06,3.84639e-06,2.37562e-06,1.40910e-06,9.12052e-07,6.28261e-07,3.89974e-07,2.30607e-07
2.02939e-03,1.29522e-03,8.81940e-04,5.55996e-04,3.26421e-04,2.09660e-04,1.44021e-04,9.11107e-05,5.37041e-05,3.46069e-05,2.38178e-05,1.50505e-05,8.90132e-06,5.73082e-06,3.94766e-06,2.44259e-06,1.45064e-06,9.39374e-07,6.47107e-07,4.01529e-07,2.37246e-07
2.03430e-03,1.29975e-03,8.85301e-04,5.57512e-04,3.26039e-04,2.08365e-04,1.42435e-04,8.96078e-05,5.25871e-05,3.38511e-05,2.33244e-05,1.47939e-05,8.80964e-06,5.71167e-06,3.95971e-06,2.47033e-06,1.47973e-06,9.64505e-07,6.67820e-07,4.16852e-07,2.47725e-07
2.50439e-03,1.57436e-03,1.05959e-03,6.59571e-04,3.81321e-04,2.41745e-04,1.64208e-04,1.02438e-04,5.94139e-05,3.77858e-05,2.57208e-05,1.60395e-05,9.35174e-06,5.95378e-06,4.06539e-06,2.49017e-06,1.46484e-06,9.42211e-07,6.45863e-07,3.98605e-07,2.34401e-07
1.95253e-03,1.30546e-03,9.36580e-04,6.36472e-04,4.11724e-04,2.87864e-04,2.12371e-04,1.45860e-04,9.35072e-05,6.38306e-05,4.56841e-05,2.99196e-05,1.81179e-05,1.17475e-05,8.07442e-06,4.93328e-06,2.86159e-06,1.80539e-06,1.21208e-06,7.24991e-07,4.09994e-07
2.01707e-03,1.27427e-03,8.54811e-04,5.25264e-04,2.97530e-04,1.85901e-04,1.25780e-04,7.96613e-05,4.88424e-05,3.37638e-05,2.53204e-05,1.82481e-05,1.28050e-05,9.54133e-06,7.40028e-06,5.25951e-06,3.55433e-06,2.51584e-06,1.84514e-06,1.22014e-06,7.56807e-07
2.03448e-03,1.30022e-03,8.86087e-04,5.58610e-04,3.27180e-04,2.09178e-04,1.42793e-04,8.93783e-05,5.19016e-05,3.30492e-05,2.25859e-05,1.42454e-05,8.51239e-06,5.58442e-06,3.93149e-06,2.51404e-06,1.55027e-06,1.03434e-06,7.29117e-07,4.64038e-07,2.80138e-07
1.82994e-03,1.17390e-03,8.04302e-04,5.11663e-04,3.03837e-04,1.97174e-04,1.36712e-04,8.75410e-05,5.23936e-05,3.42300e-05,2.38542e-05,1.53232e-05,9.24760e-06,6.06313e-06,4.24531e-06,2.68543e-06,1.63591e-06,1.08301e-06,7.60699e-07,4.84215e-07,2.94336e-07
2.03449e-03,1.30023e-03,8.86114e-04,5.58721e-04,3.27517e-04,2.09805e-04,1.43673e-04,9.04759e-05,5.30080e-05,3.39727e-05,2.32691e-05,1.46153e-05,8.58578e-06,5.49813e-06,3.77151e-06,2.32251e-06,1.37333e-06,8.86720e-07,6.09605e-07,3.77496e-07,2.22704e-07
