X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
120.000,0.000,0.000,7.177,19.855,0.0,1.0e-06,0.100
120.000,0.000,0.000,7.576,16.484,0.2,1.2e-04,0.459
120.000,0.000,0.000,8.922,14.320,0.4,1.2e-04,0.369
120.000,0.000,0.000,8.321,16.237,0.5,1.2e-04,0.377
120.000,0.000,0.000,8.032,24.917,0.3,1.0e-04,0.474
120.000,0.000,0.000,0.000,31.207,0.3,9.9e-05,0.505
