X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
123.522,403.522,7.071,19.689,0.0,1e-06,0.1
123.522,403.522,7.954,17.746,0.2,0.00012,0.466
123.522,403.522,9.435,14.621,0.4,0.00012,0.366
123.522,403.522,8.363,16.74,0.5,0.00011,0.381
123.522,403.522,8.028,25.583,0.3,0.0001,0.478
123.522,403.522,0.0,31.293,0.3,9.9e-05,0.505
