X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
123.522,403.522,7.177,19.855,0.0,1e-06,0.1
123.522,403.522,7.576,16.484,0.2,0.00012,0.459
123.522,403.522,8.922,14.32,0.4,0.00012,0.369
123.522,403.522,8.321,16.237,0.5,0.00012,0.377
123.522,403.522,8.032,24.917,0.3,0.0001,0.474
123.522,403.522,0.0,31.207,0.3,9.9e-05,0.505
