time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.477031587e-03,2.574406400e-03,3.274752000e-06,1.287203200e-04,1.715068737e+01,1.674000000e+01
6.070000e-06,1.656468677e-03,1.589356800e-03,2.072960000e-06,7.946784000e-05,1.661419061e+01,1.708000000e+01
7.080000e-06,1.172114117e-03,1.101555200e-03,1.424832000e-06,5.507776000e-05,1.618876798e+01,1.688000000e+01
8.520000e-06,7.719914427e-04,7.273728000e-04,8.924224000e-07,3.636864000e-05,1.570754009e+01,1.635000000e+01
1.053000e-05,4.730806935e-04,4.615616000e-04,5.990592000e-07,2.307808000e-05,1.529601816e+01,1.555000000e+01
1.255000e-05,3.155381894e-04,3.198656000e-04,3.949120000e-07,1.599328000e-05,1.495575458e+01,1.483000000e+01
1.456000e-05,2.266274988e-04,2.372358400e-04,3.046464000e-07,1.186179200e-05,1.455811448e+01,1.413000000e+01
1.744000e-05,1.546549471e-04,1.668076800e-04,2.182643200e-07,8.340384000e-06,1.390259315e+01,1.322000000e+01
2.146000e-05,1.031724106e-04,1.113888000e-04,1.393868800e-07,5.569440000e-06,1.288716071e+01,1.224000000e+01
2.549000e-05,7.547453384e-05,7.929728000e-05,1.158233600e-07,3.964864000e-06,1.191513975e+01,1.153000000e+01
2.950000e-05,5.844808526e-05,5.932864000e-05,8.312832000e-08,2.966432000e-06,1.107555777e+01,1.097000000e+01
3.528000e-05,4.271703245e-05,4.148544000e-05,5.552384000e-08,2.074272000e-06,1.013057622e+01,1.033000000e+01
4.330000e-05,2.943089050e-05,2.789312000e-05,4.754688000e-08,1.394656000e-06,9.230680732e+00,9.560000000e+00
5.140000e-05,2.117945449e-05,2.012870400e-05,4.361088000e-08,1.006435200e-06,8.637090049e+00,8.930000000e+00
5.941000e-05,1.587359268e-05,1.541075200e-05,3.930752000e-08,7.705376000e-07,8.223052892e+00,8.390000000e+00
7.095000e-05,1.090317527e-05,1.111526400e-05,2.139872000e-08,5.557632000e-07,7.857658749e+00,7.760000000e+00
8.707000e-05,7.394531910e-06,7.764416000e-06,2.016806400e-08,3.882208000e-07,7.236487119e+00,7.000000000e+00
1.031600e-04,5.505289283e-06,5.715072000e-06,1.748633600e-08,2.857536000e-07,6.640643618e+00,6.480000000e+00
1.192200e-04,4.348260983e-06,4.361088000e-06,1.798227200e-08,2.180544000e-07,6.106470006e+00,6.100000000e+00
1.423300e-04,3.164733290e-06,3.140928000e-06,1.014700800e-08,1.570464000e-07,5.617335111e+00,5.640000000e+00
1.745400e-04,2.066470341e-06,2.138035200e-06,9.189248000e-09,1.069017600e-07,5.312163361e+00,5.190000000e+00
