X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
120.000,0.000,0.000,7.071,19.689,0.0,1.0e-06,0.100
120.000,0.000,0.000,7.954,17.746,0.2,1.2e-04,0.466
120.000,0.000,0.000,9.435,14.621,0.4,1.2e-04,0.366
120.000,0.000,0.000,8.363,16.740,0.5,1.1e-04,0.381
120.000,0.000,0.000,8.028,25.583,0.3,1.0e-04,0.478
120.000,0.000,0.000,0.000,31.293,0.3,9.9e-05,0.505
