X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
120.000,0.000,0.000,7.736,19.217,0.0,1.0e-06,0.100
120.000,0.000,0.000,6.989,13.860,0.2,1.3e-04,0.433
120.000,0.000,0.000,7.982,13.679,0.4,1.2e-04,0.379
120.000,0.000,0.000,8.402,15.369,0.5,1.2e-04,0.386
120.000,0.000,0.000,8.056,22.654,0.4,1.1e-04,0.461
120.000,0.000,0.000,0.000,30.732,0.3,9.9e-05,0.503
