time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.430204151e-03,2.574406400e-03,3.274752000e-06,7.723219200e-05,1.737030275e+01,1.674000000e+01
6.070000e-06,1.611737168e-03,1.589356800e-03,2.072960000e-06,4.768070400e-05,1.692018835e+01,1.708000000e+01
7.080000e-06,1.139232907e-03,1.101555200e-03,1.424832000e-06,3.304665600e-05,1.649878826e+01,1.688000000e+01
8.520000e-06,7.556312564e-04,7.273728000e-04,8.924224000e-07,2.182118400e-05,1.593345257e+01,1.635000000e+01
1.053000e-05,4.700808240e-04,4.615616000e-04,5.990592000e-07,1.384684800e-05,1.536102456e+01,1.555000000e+01
1.255000e-05,3.186015145e-04,3.198656000e-04,3.949120000e-07,9.595968000e-06,1.485973480e+01,1.483000000e+01
1.456000e-05,2.319928386e-04,2.372358400e-04,3.046464000e-07,7.117075200e-06,1.433278155e+01,1.413000000e+01
1.744000e-05,1.604402312e-04,1.668076800e-04,2.182643200e-07,5.004230400e-06,1.356634442e+01,1.322000000e+01
2.146000e-05,1.076480764e-04,1.113888000e-04,1.393868800e-07,3.341664000e-06,1.252743373e+01,1.224000000e+01
2.549000e-05,7.834820820e-05,7.929728000e-05,1.158233600e-07,2.378918400e-06,1.162197814e+01,1.153000000e+01
2.950000e-05,5.997376192e-05,5.932864000e-05,8.312832000e-08,1.779859200e-06,1.088691766e+01,1.097000000e+01
3.528000e-05,4.292473042e-05,4.148544000e-05,5.552384000e-08,1.244563200e-06,1.009787090e+01,1.033000000e+01
4.330000e-05,2.886524138e-05,2.789312000e-05,4.754688000e-08,8.367936000e-07,9.350881129e+00,9.560000000e+00
5.140000e-05,2.050814145e-05,2.012870400e-05,4.361088000e-08,6.038611200e-07,8.824560629e+00,8.930000000e+00
5.941000e-05,1.535526716e-05,1.541075200e-05,3.930752000e-08,4.623225600e-07,8.407076264e+00,8.390000000e+00
7.095000e-05,1.070777343e-05,1.111526400e-05,2.139872000e-08,3.334579200e-07,7.952964500e+00,7.760000000e+00
8.707000e-05,7.487683052e-06,7.764416000e-06,2.016806400e-08,2.329324800e-07,7.176344572e+00,7.000000000e+00
1.031600e-04,5.691209249e-06,5.715072000e-06,1.748633600e-08,1.714521600e-07,6.495220527e+00,6.480000000e+00
1.192200e-04,4.511317851e-06,4.361088000e-06,1.798227200e-08,1.308326400e-07,5.958427764e+00,6.100000000e+00
1.423300e-04,3.241879794e-06,3.140928000e-06,1.014700800e-08,9.422784000e-08,5.527861312e+00,5.640000000e+00
1.745400e-04,2.057437549e-06,2.138035200e-06,9.189248000e-09,6.414105600e-08,5.327700042e+00,5.190000000e+00
