,sensitivity,confidence
$\mathrm{thk}_{1}$,2.3449712911958844,1.501776197087023
$\mathrm{thk}_{2}$,2.3561559751275043,1.3787121413434626
$\mathrm{thk}_{3}$,2.4438947790093053,1.6015142173509773
$\mathrm{thk}_{4}$,2.398354127090256,1.4085901532694374
$\mathrm{thk}_{5}$,2.1641477376307567,1.3077736135037479
$\mathrm{thk}_{6}$,2.3877918863004477,1.3706122494181132
$\mathrm{thk}_{7}$,2.531055499893625,1.6495167174239695
$\mathrm{thk}_{8}$,2.2033688582584117,1.3766175369979645
$\mathrm{thk}_{9}$,1.4076880134775909,0.8984949411037758
$\rho_{1}$,2.665920553661565,1.5022111797841715
$\rho_{2}$,3.8269429142932,2.576036124038808
$\rho_{3}$,2.4590364721491933,1.5986889801249697
$\rho_{4}$,2.311924593913081,1.4454493319238004
$\rho_{5}$,1.2352716437199274,0.7952804594607112
$\rho_{6}$,1.3287845047137454,0.8571521306017073
$\rho_{7}$,2.194908964217261,1.3720849459765507
$\rho_{8}$,3.613068943287331,2.1771444040796903
$\rho_{9}$,2.311719137006569,1.358135848550841
$\rho_{10}$,2.228746902653283,1.4669046731643158
