,sensitivity,confidence
$\mathrm{thk}_{1}$,2.331943676958709,1.4671311678481231
$\mathrm{thk}_{2}$,2.4356815932143174,1.5725460390775707
$\mathrm{thk}_{3}$,2.535576304328651,1.6686863329705102
$\mathrm{thk}_{4}$,2.43322149208808,1.5939054736747742
$\mathrm{thk}_{5}$,2.126762776290717,1.2861232156269715
$\mathrm{thk}_{6}$,2.4688048589701213,1.509414948901516
$\mathrm{thk}_{7}$,2.6397400944667755,1.7646028006578893
$\mathrm{thk}_{8}$,2.157678656487865,1.3040998673044728
$\mathrm{thk}_{9}$,1.4106185508110027,0.7966492208448624
$\rho_{1}$,2.7530005816043928,1.6928347214296802
$\rho_{2}$,3.9867374968016285,2.496490013474686
$\rho_{3}$,2.4039916132680292,1.5341003123571788
$\rho_{4}$,2.3574792796275563,1.5035393149423415
$\rho_{5}$,1.2010690556164965,0.7485843936269584
$\rho_{6}$,1.3234756829678995,0.8013619891232456
$\rho_{7}$,2.347793092211024,1.4282917437432505
$\rho_{8}$,3.604756985594289,2.1491930610798833
$\rho_{9}$,2.4227054833402426,1.4672425806596319
$\rho_{10}$,2.211780568953509,1.3213283440887091
