X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.731,300.000,0.0,1.0e-06,0.081
70.000,0.000,0.000,2.748,3279.006,0.5,3.9e-05,0.829
70.000,0.000,0.000,2.737,3135.640,0.6,4.7e-05,0.818
70.000,0.000,0.000,2.749,2957.740,0.7,5.8e-05,0.801
70.000,0.000,0.000,5.000,2120.207,0.9,7.6e-05,0.779
70.000,0.000,0.000,0.000,332.490,0.0,1.0e-06,0.024
