X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
60.1,3010.211,3.727,300.0,0.0,1e-06,0.082
60.1,3010.211,2.736,3289.204,0.5,4e-05,0.821
60.1,3010.211,2.736,3136.062,0.6,4.7e-05,0.817
60.1,3010.211,2.756,2947.979,0.7,5.8e-05,0.803
60.1,3010.211,5.0,2117.159,0.9,7.6e-05,0.779
60.1,3010.211,0.0,332.369,0.0,1e-06,0.023
