X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.727,300.000,0.0,1.0e-06,0.082
70.000,0.000,0.000,2.736,3289.204,0.5,4.0e-05,0.821
70.000,0.000,0.000,2.736,3136.062,0.6,4.7e-05,0.817
70.000,0.000,0.000,2.756,2947.979,0.7,5.8e-05,0.803
70.000,0.000,0.000,5.000,2117.159,0.9,7.6e-05,0.779
70.000,0.000,0.000,0.000,332.369,0.0,1.0e-06,0.023
