X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.756,300.000,0.0,1.0e-06,0.081
70.000,0.000,0.000,2.767,3281.471,0.5,3.8e-05,0.836
70.000,0.000,0.000,2.744,3144.077,0.6,4.7e-05,0.820
70.000,0.000,0.000,2.747,2972.727,0.7,5.9e-05,0.801
70.000,0.000,0.000,5.000,2116.035,0.9,7.5e-05,0.782
70.000,0.000,0.000,0.000,332.207,0.0,1.0e-06,0.024
