time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.401586228e-05,7.724520000e-05,7.645400000e-08,3.862260000e-06,2.577287110e+02,2.506300000e+02
1.456000e-05,2.926195881e-05,3.658440000e-05,2.937760000e-08,1.829220000e-06,3.735203995e+02,3.219600000e+02
1.744000e-05,4.288382731e-06,7.600680000e-06,1.247688000e-08,3.800340000e-07,9.946700779e+02,6.792000000e+02
2.146000e-05,-4.661866040e-06,-5.866920000e-06,2.356400000e-08,2.933460000e-07,-6.658291800e+02,-5.710700000e+02
2.549000e-05,-6.034704936e-06,-7.425240000e-06,9.460000000e-09,3.712620000e-07,-4.207897259e+02,-3.665000000e+02
2.950000e-05,-5.423294666e-06,-6.527400000e-06,1.897160000e-08,3.263700000e-07,-3.541930640e+02,-3.129500000e+02
3.528000e-05,-3.936139347e-06,-3.794320000e-06,2.296200000e-09,1.897160000e-07,-3.254799766e+02,-3.335500000e+02
4.330000e-05,-2.299884445e-06,-2.211920000e-06,7.998000000e-09,1.105960000e-07,-3.310053721e+02,-3.397800000e+02
5.140000e-05,-1.339266855e-06,-1.174760000e-06,5.392200000e-09,5.873800000e-08,-3.566719322e+02,-3.892200000e+02
5.941000e-05,-7.848704532e-07,-6.420760000e-07,4.224320000e-09,3.210380000e-08,-4.000868765e+02,-4.574000000e+02
7.095000e-05,-3.427031487e-07,-3.015160000e-07,3.214680000e-09,1.507580000e-08,-5.171138273e+02,-5.630700000e+02
8.707000e-05,-9.841555859e-08,-1.145348000e-07,2.691800000e-09,5.726740000e-09,-8.445566739e+02,-7.632600000e+02
