time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.511200260e-05,7.724520000e-05,7.645400000e-08,1.081432800e-05,2.552151452e+02,2.506300000e+02
1.456000e-05,2.960372983e-05,3.658440000e-05,2.937760000e-08,5.121816000e-06,3.706400113e+02,3.219600000e+02
1.744000e-05,4.277954510e-06,7.600680000e-06,1.247688000e-08,1.064095200e-06,9.962858702e+02,6.792000000e+02
2.146000e-05,-4.739534518e-06,-5.866920000e-06,2.356400000e-08,8.213688000e-07,-6.585350431e+02,-5.710700000e+02
2.549000e-05,-6.097093675e-06,-7.425240000e-06,9.460000000e-09,1.039533600e-06,-4.179143104e+02,-3.665000000e+02
2.950000e-05,-5.462777188e-06,-6.527400000e-06,1.897160000e-08,9.138360000e-07,-3.524843684e+02,-3.129500000e+02
3.528000e-05,-3.952479110e-06,-3.794320000e-06,2.296200000e-09,5.312048000e-07,-3.245823228e+02,-3.335500000e+02
4.330000e-05,-2.302030724e-06,-2.211920000e-06,7.998000000e-09,3.096688000e-07,-3.307996000e+02,-3.397800000e+02
5.140000e-05,-1.338269397e-06,-1.174760000e-06,5.392200000e-09,1.644664000e-07,-3.568491367e+02,-3.892200000e+02
5.941000e-05,-7.838094690e-07,-6.420760000e-07,4.224320000e-09,8.989064000e-08,-4.004478402e+02,-4.574000000e+02
7.095000e-05,-3.423874833e-07,-3.015160000e-07,3.214680000e-09,4.221224000e-08,-5.174316151e+02,-5.630700000e+02
8.707000e-05,-9.880917322e-08,-1.145348000e-07,2.691800000e-09,1.603487200e-08,-8.423122739e+02,-7.632600000e+02
