X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
70.000,0.000,0.000,3.729,300.000,0.0,1.0e-06,0.083
70.000,0.000,0.000,2.726,3300.497,0.5,4.1e-05,0.814
70.000,0.000,0.000,2.733,3139.460,0.6,4.7e-05,0.816
70.000,0.000,0.000,2.761,2942.365,0.7,5.7e-05,0.804
70.000,0.000,0.000,5.000,2109.544,0.9,7.6e-05,0.779
70.000,0.000,0.000,0.000,332.077,0.0,1.0e-06,0.023
