time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.491833704e-05,7.724520000e-05,7.645400000e-08,8.496972000e-06,2.556547804e+02,2.506300000e+02
1.456000e-05,2.960801813e-05,3.658440000e-05,2.937760000e-08,4.024284000e-06,3.706042225e+02,3.219600000e+02
1.744000e-05,4.358471036e-06,7.600680000e-06,1.247688000e-08,8.360748000e-07,9.839778062e+02,6.792000000e+02
2.146000e-05,-4.667022956e-06,-5.866920000e-06,2.356400000e-08,6.453612000e-07,-6.653386092e+02,-5.710700000e+02
2.549000e-05,-6.047838940e-06,-7.425240000e-06,9.460000000e-09,8.167764000e-07,-4.201802899e+02,-3.665000000e+02
2.950000e-05,-5.432169654e-06,-6.527400000e-06,1.897160000e-08,7.180140000e-07,-3.538071757e+02,-3.129500000e+02
3.528000e-05,-3.938301437e-06,-3.794320000e-06,2.296200000e-09,4.173752000e-07,-3.253608421e+02,-3.335500000e+02
4.330000e-05,-2.297958356e-06,-2.211920000e-06,7.998000000e-09,2.433112000e-07,-3.311903063e+02,-3.397800000e+02
5.140000e-05,-1.337316147e-06,-1.174760000e-06,5.392200000e-09,1.292236000e-07,-3.570186934e+02,-3.892200000e+02
5.941000e-05,-7.836462792e-07,-6.420760000e-07,4.224320000e-09,7.062836000e-08,-4.005034322e+02,-4.574000000e+02
7.095000e-05,-3.422930486e-07,-3.015160000e-07,3.214680000e-09,3.316676000e-08,-5.175267797e+02,-5.630700000e+02
8.707000e-05,-9.849610770e-08,-1.145348000e-07,2.691800000e-09,1.259882800e-08,-8.440961645e+02,-7.632600000e+02
