time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.462955638e-05,7.724520000e-05,7.645400000e-08,6.179616000e-06,2.563138636e+02,2.506300000e+02
1.456000e-05,2.943965154e-05,3.658440000e-05,2.937760000e-08,2.926752000e-06,3.720158797e+02,3.219600000e+02
1.744000e-05,4.271504559e-06,7.600680000e-06,1.247688000e-08,6.080544000e-07,9.972885426e+02,6.792000000e+02
2.146000e-05,-4.709414603e-06,-5.866920000e-06,2.356400000e-08,4.693536000e-07,-6.613399121e+02,-5.710700000e+02
2.549000e-05,-6.072321776e-06,-7.425240000e-06,9.460000000e-09,5.940192000e-07,-4.190501203e+02,-3.665000000e+02
2.950000e-05,-5.448277678e-06,-6.527400000e-06,1.897160000e-08,5.221920000e-07,-3.531094694e+02,-3.129500000e+02
3.528000e-05,-3.948383336e-06,-3.794320000e-06,2.296200000e-09,3.035456000e-07,-3.248067499e+02,-3.335500000e+02
4.330000e-05,-2.303855886e-06,-2.211920000e-06,7.998000000e-09,1.769536000e-07,-3.306248661e+02,-3.397800000e+02
5.140000e-05,-1.340744860e-06,-1.174760000e-06,5.392200000e-09,9.398080000e-08,-3.564097598e+02,-3.892200000e+02
5.941000e-05,-7.855791300e-07,-6.420760000e-07,4.224320000e-09,5.136608000e-08,-3.998462261e+02,-4.574000000e+02
7.095000e-05,-3.429619205e-07,-3.015160000e-07,3.214680000e-09,2.412128000e-08,-5.168536792e+02,-5.630700000e+02
8.707000e-05,-9.847043159e-08,-1.145348000e-07,2.691800000e-09,9.162784000e-09,-8.442428899e+02,-7.632600000e+02
